timestamp,is_peak,import_rate,export_rate,baseline_import_kwh,baseline_cost,solar_only_import_kwh,solar_only_export_kwh,solar_only_net_kwh,solar_only_import_cost,solar_only_export_cost,solar_only_net_cost,battery_only_import_kwh,battery_only_import_cost,solar_battery_import_kwh,solar_battery_export_kwh,solar_battery_net_kwh,solar_battery_import_cost,solar_battery_export_cost,solar_battery_net_cost
2025-01-30 12:00:00,False,0.138,0.06,4.674,0.645,0.478,0.0,0.478,0.066,0.0,0.066,4.674,0.645,1.016,0.384,0.632,0.1402,0.023,0.1172
2025-01-30 13:00:00,False,0.138,0.06,2.253,0.3109,0.0,1.047,-1.047,0.0,0.0628,-0.0628,2.253,0.3109,0.007,0.932,-0.925,0.001,0.0559,-0.0549
2025-01-30 14:00:00,False,0.138,0.06,2.274,0.3138,1.081,0.0,1.081,0.1492,0.0,0.1492,2.274,0.3138,1.197,0.0,1.197,0.1652,0.0,0.1652
2025-01-30 15:00:00,False,0.138,0.06,2.331,0.3217,1.821,0.0,1.821,0.2513,0.0,0.2513,2.331,0.3217,1.953,0.0,1.953,0.2695,0.0,0.2695
2025-01-30 16:00:00,True,0.32,0.24,2.487,0.7958,2.339,0.0,2.339,0.7485,0.0,0.7485,0.053,0.017,0.0,0.095,-0.095,0.0,0.0228,-0.0228
2025-01-30 17:00:00,True,0.32,0.24,2.965,0.9488,2.965,0.0,2.965,0.9488,0.0,0.9488,0.02,0.0064,0.02,0.0,0.02,0.0064,0.0,0.0064
2025-01-30 18:00:00,True,0.32,0.24,2.683,0.8586,2.683,0.0,2.683,0.8586,0.0,0.8586,0.0,0.0,0.008,0.01,-0.002,0.0026,0.0024,0.0002
2025-01-30 19:00:00,True,0.32,0.24,3.254,1.0413,3.254,0.0,3.254,1.0413,0.0,1.0413,0.785,0.2512,0.811,0.008,0.803,0.2595,0.0019,0.2576
2025-01-30 20:00:00,False,0.138,0.06,3.084,0.4256,3.084,0.0,3.084,0.4256,0.0,0.4256,3.084,0.4256,3.098,0.0,3.098,0.4275,0.0,0.4275
2025-01-30 21:00:00,False,0.138,0.06,3.285,0.4533,3.285,0.0,3.285,0.4533,0.0,0.4533,3.285,0.4533,3.289,0.0,3.289,0.4539,0.0,0.4539
2025-01-30 22:00:00,False,0.138,0.06,2.535,0.3498,2.535,0.0,2.535,0.3498,0.0,0.3498,2.535,0.3498,2.611,0.0,2.611,0.3603,0.0,0.3603
2025-01-30 23:00:00,False,0.138,0.06,1.748,0.2412,1.748,0.0,1.748,0.2412,0.0,0.2412,1.748,0.2412,1.99,0.0,1.99,0.2746,0.0,0.2746
2025-01-31 00:00:00,False,0.138,0.06,2.561,0.3534,2.561,0.0,2.561,0.3534,0.0,0.3534,16.854,2.3259,2.745,0.0,2.745,0.3788,0.0,0.3788
2025-01-31 01:00:00,False,0.138,0.06,2.532,0.3494,2.532,0.0,2.532,0.3494,0.0,0.3494,2.532,0.3494,2.796,0.0,2.796,0.3858,0.0,0.3858
2025-01-31 02:00:00,False,0.138,0.06,2.258,0.3116,2.258,0.0,2.258,0.3116,0.0,0.3116,2.258,0.3116,2.536,0.0,2.536,0.35,0.0,0.35
2025-01-31 03:00:00,False,0.138,0.06,2.338,0.3226,2.338,0.0,2.338,0.3226,0.0,0.3226,2.338,0.3226,2.618,0.0,2.618,0.3613,0.0,0.3613
2025-01-31 04:00:00,False,0.138,0.06,2.352,0.3246,2.352,0.0,2.352,0.3246,0.0,0.3246,2.352,0.3246,2.552,0.0,2.552,0.3522,0.0,0.3522
2025-01-31 05:00:00,False,0.138,0.06,2.132,0.2942,2.132,0.0,2.132,0.2942,0.0,0.2942,2.132,0.2942,2.406,0.0,2.406,0.332,0.0,0.332
2025-01-31 06:00:00,False,0.138,0.06,2.712,0.3743,2.712,0.0,2.712,0.3743,0.0,0.3743,2.712,0.3743,2.984,0.0,2.984,0.4118,0.0,0.4118
2025-01-31 07:00:00,False,0.138,0.06,2.595,0.3581,2.528,0.0,2.528,0.3489,0.0,0.3489,2.595,0.3581,2.806,0.0,2.806,0.3872,0.0,0.3872
2025-01-31 08:00:00,False,0.138,0.06,2.199,0.3035,1.591,0.0,1.591,0.2196,0.0,0.2196,2.199,0.3035,2.809,0.0,2.809,0.3876,0.0,0.3876
2025-01-31 09:00:00,False,0.138,0.06,2.075,0.2864,1.424,0.0,1.424,0.1965,0.0,0.1965,2.075,0.2864,2.772,0.0,2.772,0.3825,0.0,0.3825
2025-01-31 10:00:00,False,0.138,0.06,1.266,0.1747,0.247,0.0,0.247,0.0341,0.0,0.0341,1.266,0.1747,2.321,0.0,2.321,0.3203,0.0,0.3203
2025-01-31 11:00:00,False,0.138,0.06,1.565,0.216,0.848,0.0,0.848,0.117,0.0,0.117,1.565,0.216,2.31,0.0,2.31,0.3188,0.0,0.3188
2025-01-31 12:00:00,False,0.138,0.06,1.754,0.2421,1.216,0.0,1.216,0.1678,0.0,0.1678,1.754,0.2421,2.324,0.0,2.324,0.3207,0.0,0.3207
2025-01-31 13:00:00,False,0.138,0.06,0.053,0.0073,0.0,0.418,-0.418,0.0,0.0251,-0.0251,0.053,0.0073,3.89,0.0,3.89,0.5368,0.0,0.5368
2025-01-31 14:00:00,False,0.138,0.06,0.0,0.0,0.0,0.282,-0.282,0.0,0.0169,-0.0169,0.0,0.0,6.351,0.0,6.351,0.8764,0.0,0.8764
2025-01-31 15:00:00,False,0.138,0.06,0.0,0.0,0.0,0.163,-0.163,0.0,0.0098,-0.0098,0.0,0.0,5.199,0.0,5.199,0.7175,0.0,0.7175
2025-01-31 16:00:00,True,0.32,0.24,2.231,0.7139,2.214,0.0,2.214,0.7085,0.0,0.7085,0.011,0.0035,0.003,0.005,-0.002,0.001,0.0012,-0.0002
2025-01-31 17:00:00,True,0.32,0.24,2.839,0.9085,2.839,0.0,2.839,0.9085,0.0,0.9085,0.004,0.0013,0.011,0.007,0.004,0.0035,0.0017,0.0018
2025-01-31 18:00:00,True,0.32,0.24,2.844,0.9101,2.844,0.0,2.844,0.9101,0.0,0.9101,0.004,0.0013,0.007,0.003,0.004,0.0022,0.0007,0.0015
2025-01-31 19:00:00,True,0.32,0.24,2.781,0.8899,2.781,0.0,2.781,0.8899,0.0,0.8899,0.2,0.064,0.208,0.0,0.208,0.0666,0.0,0.0666
2025-01-31 20:00:00,False,0.138,0.06,1.269,0.1751,1.269,0.0,1.269,0.1751,0.0,0.1751,1.269,0.1751,1.305,0.0,1.305,0.1801,0.0,0.1801
2025-01-31 21:00:00,False,0.138,0.06,1.731,0.2389,1.731,0.0,1.731,0.2389,0.0,0.2389,1.731,0.2389,1.731,0.0,1.731,0.2389,0.0,0.2389
2025-01-31 22:00:00,False,0.138,0.06,2.868,0.3958,2.868,0.0,2.868,0.3958,0.0,0.3958,2.868,0.3958,2.868,0.0,2.868,0.3958,0.0,0.3958
2025-01-31 23:00:00,False,0.138,0.06,1.617,0.2231,1.617,0.0,1.617,0.2231,0.0,0.2231,1.617,0.2231,1.781,0.0,1.781,0.2458,0.0,0.2458
2025-02-01 00:00:00,False,0.138,0.06,1.152,0.159,1.152,0.0,1.152,0.159,0.0,0.159,14.041,1.9377,1.448,0.0,1.448,0.1998,0.0,0.1998
2025-02-01 01:00:00,False,0.138,0.06,2.185,0.3015,2.185,0.0,2.185,0.3015,0.0,0.3015,2.185,0.3015,2.363,0.0,2.363,0.3261,0.0,0.3261
2025-02-01 02:00:00,False,0.138,0.06,1.652,0.228,1.652,0.0,1.652,0.228,0.0,0.228,1.652,0.228,1.812,0.0,1.812,0.2501,0.0,0.2501
2025-02-01 03:00:00,False,0.138,0.06,1.96,0.2705,1.96,0.0,1.96,0.2705,0.0,0.2705,1.96,0.2705,2.252,0.0,2.252,0.3108,0.0,0.3108
2025-02-01 04:00:00,False,0.138,0.06,2.341,0.3231,2.341,0.0,2.341,0.3231,0.0,0.3231,2.341,0.3231,2.517,0.0,2.517,0.3473,0.0,0.3473
2025-02-01 05:00:00,False,0.138,0.06,1.876,0.2589,1.876,0.0,1.876,0.2589,0.0,0.2589,1.876,0.2589,2.16,0.0,2.16,0.2981,0.0,0.2981
2025-02-01 06:00:00,False,0.138,0.06,2.525,0.3485,2.525,0.0,2.525,0.3485,0.0,0.3485,2.525,0.3485,2.813,0.0,2.813,0.3882,0.0,0.3882
2025-02-01 07:00:00,False,0.138,0.06,2.566,0.3541,2.56,0.0,2.56,0.3533,0.0,0.3533,2.566,0.3541,2.728,0.0,2.728,0.3765,0.0,0.3765
2025-02-01 08:00:00,False,0.138,0.06,2.425,0.3346,2.284,0.0,2.284,0.3152,0.0,0.3152,2.425,0.3346,2.658,0.0,2.658,0.3668,0.0,0.3668
2025-02-01 09:00:00,False,0.138,0.06,5.276,0.7281,5.123,0.0,5.123,0.707,0.0,0.707,5.276,0.7281,5.445,0.0,5.445,0.7514,0.0,0.7514
2025-02-01 10:00:00,False,0.138,0.06,1.975,0.2726,1.412,0.0,1.412,0.1949,0.0,0.1949,1.975,0.2726,2.546,0.0,2.546,0.3513,0.0,0.3513
2025-02-01 11:00:00,False,0.138,0.06,1.724,0.2379,0.894,0.0,0.894,0.1234,0.0,0.1234,1.724,0.2379,2.598,0.0,2.598,0.3585,0.0,0.3585
2025-02-01 12:00:00,False,0.138,0.06,1.91,0.2636,1.038,0.0,1.038,0.1432,0.0,0.1432,1.91,0.2636,2.808,0.0,2.808,0.3875,0.0,0.3875
2025-02-01 13:00:00,False,0.138,0.06,1.314,0.1813,0.0,0.072,-0.072,0.0,0.0043,-0.0043,1.314,0.1813,4.536,0.0,4.536,0.626,0.0,0.626
2025-02-01 14:00:00,False,0.138,0.06,0.254,0.0351,0.0,0.831,-0.831,0.0,0.0499,-0.0499,0.254,0.0351,6.517,0.0,6.517,0.8993,0.0,0.8993
2025-02-01 15:00:00,False,0.138,0.06,0.0,0.0,0.0,0.498,-0.498,0.0,0.0299,-0.0299,0.0,0.0,5.42,0.0,5.42,0.748,0.0,0.748
2025-02-01 16:00:00,True,0.32,0.24,2.534,0.8109,2.387,0.0,2.387,0.7638,0.0,0.7638,0.01,0.0032,0.0,0.125,-0.125,0.0,0.03,-0.03
2025-02-01 17:00:00,True,0.32,0.24,2.972,0.951,2.972,0.0,2.972,0.951,0.0,0.951,0.017,0.0054,0.022,0.005,0.017,0.007,0.0012,0.0058
2025-02-01 18:00:00,True,0.32,0.24,2.983,0.9546,2.983,0.0,2.983,0.9546,0.0,0.9546,0.017,0.0054,0.018,0.001,0.017,0.0058,0.0002,0.0056
2025-02-01 19:00:00,True,0.32,0.24,3.35,1.072,3.35,0.0,3.35,1.072,0.0,1.072,2.593,0.8298,2.621,0.0,2.621,0.8387,0.0,0.8387
2025-02-01 20:00:00,False,0.138,0.06,3.187,0.4398,3.187,0.0,3.187,0.4398,0.0,0.4398,3.187,0.4398,3.191,0.0,3.191,0.4404,0.0,0.4404
2025-02-01 21:00:00,False,0.138,0.06,3.866,0.5335,3.866,0.0,3.866,0.5335,0.0,0.5335,3.866,0.5335,3.882,0.0,3.882,0.5357,0.0,0.5357
2025-02-01 22:00:00,False,0.138,0.06,3.088,0.4261,3.088,0.0,3.088,0.4261,0.0,0.4261,3.088,0.4261,3.316,0.0,3.316,0.4576,0.0,0.4576
2025-02-01 23:00:00,False,0.138,0.06,2.458,0.3392,2.458,0.0,2.458,0.3392,0.0,0.3392,2.458,0.3392,2.664,0.0,2.664,0.3676,0.0,0.3676
2025-02-02 00:00:00,False,0.138,0.06,3.263,0.4503,3.263,0.0,3.263,0.4503,0.0,0.4503,17.5,2.415,3.441,0.0,3.441,0.4749,0.0,0.4749
2025-02-02 01:00:00,False,0.138,0.06,3.202,0.4419,3.202,0.0,3.202,0.4419,0.0,0.4419,3.202,0.4419,3.506,0.0,3.506,0.4838,0.0,0.4838
2025-02-02 02:00:00,False,0.138,0.06,3.786,0.5225,3.786,0.0,3.786,0.5225,0.0,0.5225,3.786,0.5225,3.978,0.0,3.978,0.549,0.0,0.549
2025-02-02 03:00:00,False,0.138,0.06,3.523,0.4862,3.523,0.0,3.523,0.4862,0.0,0.4862,3.523,0.4862,3.635,0.0,3.635,0.5016,0.0,0.5016
2025-02-02 04:00:00,False,0.138,0.06,3.74,0.5161,3.74,0.0,3.74,0.5161,0.0,0.5161,3.74,0.5161,3.908,0.0,3.908,0.5393,0.0,0.5393
2025-02-02 05:00:00,False,0.138,0.06,3.954,0.5457,3.954,0.0,3.954,0.5457,0.0,0.5457,3.954,0.5457,4.114,0.0,4.114,0.5677,0.0,0.5677
2025-02-02 06:00:00,False,0.138,0.06,4.063,0.5607,4.063,0.0,4.063,0.5607,0.0,0.5607,4.063,0.5607,4.357,0.0,4.357,0.6013,0.0,0.6013
2025-02-02 07:00:00,False,0.138,0.06,4.533,0.6256,4.135,0.0,4.135,0.5706,0.0,0.5706,4.533,0.6256,4.923,0.0,4.923,0.6794,0.0,0.6794
2025-02-02 08:00:00,False,0.138,0.06,2.831,0.3907,2.015,0.0,2.015,0.2781,0.0,0.2781,2.831,0.3907,3.693,0.0,3.693,0.5096,0.0,0.5096
2025-02-02 09:00:00,False,0.138,0.06,2.052,0.2832,0.05,0.0,0.05,0.0069,0.0,0.0069,2.052,0.2832,3.702,0.0,3.702,0.5109,0.0,0.5109
2025-02-02 10:00:00,False,0.138,0.06,4.096,0.5652,1.261,0.0,1.261,0.174,0.0,0.174,4.096,0.5652,5.421,0.0,5.421,0.7481,0.0,0.7481
2025-02-02 11:00:00,False,0.138,0.06,2.188,0.3019,0.0,0.462,-0.462,0.0,0.0277,-0.0277,2.188,0.3019,3.73,0.0,3.73,0.5147,0.0,0.5147
2025-02-02 12:00:00,False,0.138,0.06,1.274,0.1758,0.0,1.449,-1.449,0.0,0.0869,-0.0869,1.274,0.1758,2.649,0.0,2.649,0.3656,0.0,0.3656
2025-02-02 13:00:00,False,0.138,0.06,1.503,0.2074,0.0,0.899,-0.899,0.0,0.0539,-0.0539,1.503,0.2074,2.843,0.0,2.843,0.3923,0.0,0.3923
2025-02-02 14:00:00,False,0.138,0.06,1.628,0.2247,0.0,0.039,-0.039,0.0,0.0023,-0.0023,1.628,0.2247,2.995,0.0,2.995,0.4133,0.0,0.4133
2025-02-02 15:00:00,False,0.138,0.06,2.219,0.3062,1.441,0.0,1.441,0.1989,0.0,0.1989,2.219,0.3062,2.915,0.0,2.915,0.4023,0.0,0.4023
2025-02-02 16:00:00,True,0.32,0.24,2.835,0.9072,2.682,0.0,2.682,0.8582,0.0,0.8582,0.056,0.0179,0.001,0.098,-0.097,0.0003,0.0235,-0.0232
2025-02-02 17:00:00,True,0.32,0.24,2.876,0.9203,2.876,0.0,2.876,0.9203,0.0,0.9203,0.027,0.0086,0.027,0.0,0.027,0.0086,0.0,0.0086
2025-02-02 18:00:00,True,0.32,0.24,3.091,0.9891,3.091,0.0,3.091,0.9891,0.0,0.9891,0.006,0.0019,0.009,0.003,0.006,0.0029,0.0007,0.0022
2025-02-02 19:00:00,True,0.32,0.24,3.107,0.9942,3.107,0.0,3.107,0.9942,0.0,0.9942,1.374,0.4397,1.398,0.0,1.398,0.4474,0.0,0.4474
2025-02-02 20:00:00,False,0.138,0.06,3.813,0.5262,3.813,0.0,3.813,0.5262,0.0,0.5262,3.813,0.5262,3.817,0.0,3.817,0.5267,0.0,0.5267
2025-02-02 21:00:00,False,0.138,0.06,3.14,0.4333,3.14,0.0,3.14,0.4333,0.0,0.4333,3.14,0.4333,3.148,0.0,3.148,0.4344,0.0,0.4344
2025-02-02 22:00:00,False,0.138,0.06,2.136,0.2948,2.136,0.0,2.136,0.2948,0.0,0.2948,2.136,0.2948,2.276,0.0,2.276,0.3141,0.0,0.3141
2025-02-02 23:00:00,False,0.138,0.06,1.788,0.2467,1.788,0.0,1.788,0.2467,0.0,0.2467,1.788,0.2467,1.86,0.0,1.86,0.2567,0.0,0.2567
2025-02-03 00:00:00,False,0.138,0.06,2.742,0.3784,2.742,0.0,2.742,0.3784,0.0,0.3784,16.973,2.3423,2.816,0.0,2.816,0.3886,0.0,0.3886
2025-02-03 01:00:00,False,0.138,0.06,2.606,0.3596,2.606,0.0,2.606,0.3596,0.0,0.3596,2.606,0.3596,2.802,0.0,2.802,0.3867,0.0,0.3867
2025-02-03 02:00:00,False,0.138,0.06,3.013,0.4158,3.013,0.0,3.013,0.4158,0.0,0.4158,3.013,0.4158,3.213,0.0,3.213,0.4434,0.0,0.4434
2025-02-03 03:00:00,False,0.138,0.06,2.477,0.3418,2.477,0.0,2.477,0.3418,0.0,0.3418,2.477,0.3418,2.845,0.0,2.845,0.3926,0.0,0.3926
2025-02-03 04:00:00,False,0.138,0.06,2.563,0.3537,2.563,0.0,2.563,0.3537,0.0,0.3537,2.563,0.3537,2.683,0.0,2.683,0.3703,0.0,0.3703
2025-02-03 05:00:00,False,0.138,0.06,2.69,0.3712,2.69,0.0,2.69,0.3712,0.0,0.3712,2.69,0.3712,2.87,0.0,2.87,0.3961,0.0,0.3961
2025-02-03 06:00:00,False,0.138,0.06,2.913,0.402,2.913,0.0,2.913,0.402,0.0,0.402,2.913,0.402,2.989,0.0,2.989,0.4125,0.0,0.4125
2025-02-03 07:00:00,False,0.138,0.06,2.473,0.3413,2.473,0.0,2.473,0.3413,0.0,0.3413,2.473,0.3413,2.733,0.0,2.733,0.3772,0.0,0.3772
2025-02-03 08:00:00,False,0.138,0.06,2.815,0.3885,2.798,0.0,2.798,0.3861,0.0,0.3861,2.815,0.3885,3.056,0.0,3.056,0.4217,0.0,0.4217
2025-02-03 09:00:00,False,0.138,0.06,2.56,0.3533,2.129,0.0,2.129,0.2938,0.0,0.2938,2.56,0.3533,2.973,0.0,2.973,0.4103,0.0,0.4103
2025-02-03 10:00:00,False,0.138,0.06,1.284,0.1772,0.001,0.0,0.001,0.0001,0.0,0.0001,1.284,0.1772,2.587,0.0,2.587,0.357,0.0,0.357
2025-02-03 11:00:00,False,0.138,0.06,0.0,0.0,0.0,2.644,-2.644,0.0,0.1586,-0.1586,0.0,0.0,2.513,0.0,2.513,0.3468,0.0,0.3468
2025-02-03 12:00:00,False,0.138,0.06,2.079,0.2869,0.0,1.041,-1.041,0.0,0.0625,-0.0625,2.079,0.2869,5.225,0.0,5.225,0.721,0.0,0.721
2025-02-03 13:00:00,False,0.138,0.06,0.0,0.0,0.0,2.335,-2.335,0.0,0.1401,-0.1401,0.0,0.0,3.537,0.0,3.537,0.4881,0.0,0.4881
2025-02-03 14:00:00,False,0.138,0.06,0.0,0.0,0.0,1.534,-1.534,0.0,0.092,-0.092,0.0,0.0,2.427,0.0,2.427,0.3349,0.0,0.3349
2025-02-03 15:00:00,False,0.138,0.06,1.218,0.1681,0.377,0.0,0.377,0.052,0.0,0.052,1.218,0.1681,0.83,0.131,0.699,0.1145,0.0079,0.1066
2025-02-03 16:00:00,True,0.32,0.24,2.009,0.6429,1.852,0.0,1.852,0.5926,0.0,0.5926,0.041,0.0131,0.0,0.116,-0.116,0.0,0.0278,-0.0278
2025-02-03 17:00:00,True,0.32,0.24,2.311,0.7395,2.311,0.0,2.311,0.7395,0.0,0.7395,0.005,0.0016,0.012,0.007,0.005,0.0038,0.0017,0.0021
2025-02-03 18:00:00,True,0.32,0.24,2.002,0.6406,2.002,0.0,2.002,0.6406,0.0,0.6406,0.015,0.0048,0.015,0.0,0.015,0.0048,0.0,0.0048
2025-02-03 19:00:00,True,0.32,0.24,2.707,0.8662,2.707,0.0,2.707,0.8662,0.0,0.8662,0.011,0.0035,0.023,0.012,0.011,0.0074,0.0029,0.0045
2025-02-03 20:00:00,False,0.138,0.06,2.505,0.3457,2.505,0.0,2.505,0.3457,0.0,0.3457,2.444,0.3373,2.532,0.0,2.532,0.3494,0.0,0.3494
2025-02-03 21:00:00,False,0.138,0.06,2.505,0.3457,2.505,0.0,2.505,0.3457,0.0,0.3457,2.505,0.3457,2.505,0.0,2.505,0.3457,0.0,0.3457
2025-02-03 22:00:00,False,0.138,0.06,1.768,0.244,1.768,0.0,1.768,0.244,0.0,0.244,1.768,0.244,1.772,0.0,1.772,0.2445,0.0,0.2445
2025-02-03 23:00:00,False,0.138,0.06,0.675,0.0932,0.675,0.0,0.675,0.0932,0.0,0.0932,0.675,0.0932,0.675,0.0,0.675,0.0932,0.0,0.0932
2025-02-04 00:00:00,False,0.138,0.06,1.27,0.1753,1.27,0.0,1.27,0.1753,0.0,0.1753,13.628,1.8807,1.27,0.0,1.27,0.1753,0.0,0.1753
2025-02-04 01:00:00,False,0.138,0.06,1.715,0.2367,1.715,0.0,1.715,0.2367,0.0,0.2367,1.715,0.2367,1.731,0.0,1.731,0.2389,0.0,0.2389
2025-02-04 02:00:00,False,0.138,0.06,1.648,0.2274,1.648,0.0,1.648,0.2274,0.0,0.2274,1.648,0.2274,1.668,0.0,1.668,0.2302,0.0,0.2302
2025-02-04 03:00:00,False,0.138,0.06,1.173,0.1619,1.173,0.0,1.173,0.1619,0.0,0.1619,1.173,0.1619,1.189,0.0,1.189,0.1641,0.0,0.1641
2025-02-04 04:00:00,False,0.138,0.06,2.009,0.2772,2.009,0.0,2.009,0.2772,0.0,0.2772,2.009,0.2772,2.029,0.0,2.029,0.28,0.0,0.28
2025-02-04 05:00:00,False,0.138,0.06,1.427,0.1969,1.427,0.0,1.427,0.1969,0.0,0.1969,1.427,0.1969,1.459,0.0,1.459,0.2013,0.0,0.2013
2025-02-04 06:00:00,False,0.138,0.06,2.601,0.3589,2.601,0.0,2.601,0.3589,0.0,0.3589,2.601,0.3589,2.621,0.0,2.621,0.3617,0.0,0.3617
2025-02-04 07:00:00,False,0.138,0.06,1.883,0.2599,1.495,0.0,1.495,0.2063,0.0,0.2063,1.883,0.2599,2.233,0.0,2.233,0.3082,0.0,0.3082
2025-02-04 08:00:00,False,0.138,0.06,1.744,0.2407,0.964,0.0,0.964,0.133,0.0,0.133,1.744,0.2407,2.55,0.0,2.55,0.3519,0.0,0.3519
2025-02-04 09:00:00,False,0.138,0.06,2.069,0.2855,0.342,0.0,0.342,0.0472,0.0,0.0472,2.069,0.2855,3.816,0.0,3.816,0.5266,0.0,0.5266
2025-02-04 10:00:00,False,0.138,0.06,0.713,0.0984,0.0,2.221,-2.221,0.0,0.1333,-0.1333,0.713,0.0984,3.665,0.0,3.665,0.5058,0.0,0.5058
2025-02-04 11:00:00,False,0.138,0.06,0.0,0.0,0.0,3.942,-3.942,0.0,0.2365,-0.2365,0.0,0.0,1.913,0.0,1.913,0.264,0.0,0.264
2025-02-04 12:00:00,False,0.138,0.06,0.0,0.0,0.0,3.655,-3.655,0.0,0.2193,-0.2193,0.0,0.0,0.884,0.609,0.275,0.122,0.0365,0.0855
2025-02-04 13:00:00,False,0.138,0.06,1.443,0.1991,0.0,1.48,-1.48,0.0,0.0888,-0.0888,1.443,0.1991,0.0,1.212,-1.212,0.0,0.0727,-0.0727
2025-02-04 14:00:00,False,0.138,0.06,1.404,0.1938,0.0,0.098,-0.098,0.0,0.0059,-0.0059,1.404,0.1938,0.515,0.409,0.106,0.0711,0.0245,0.0466
2025-02-04 15:00:00,False,0.138,0.06,2.083,0.2875,1.581,0.0,1.581,0.2182,0.0,0.2182,2.083,0.2875,1.839,0.0,1.839,0.2538,0.0,0.2538
2025-02-04 16:00:00,True,0.32,0.24,1.831,0.5859,1.642,0.0,1.642,0.5254,0.0,0.5254,0.437,0.1398,0.362,0.03,0.332,0.1158,0.0072,0.1086
2025-02-04 17:00:00,True,0.32,0.24,2.523,0.8074,2.523,0.0,2.523,0.8074,0.0,0.8074,0.012,0.0038,0.012,0.0,0.012,0.0038,0.0,0.0038
2025-02-04 18:00:00,True,0.32,0.24,2.345,0.7504,2.345,0.0,2.345,0.7504,0.0,0.7504,0.004,0.0013,0.009,0.005,0.004,0.0029,0.0012,0.0017
2025-02-04 19:00:00,True,0.32,0.24,2.999,0.9597,2.999,0.0,2.999,0.9597,0.0,0.9597,0.032,0.0102,0.032,0.0,0.032,0.0102,0.0,0.0102
2025-02-04 20:00:00,False,0.138,0.06,3.135,0.4326,3.135,0.0,3.135,0.4326,0.0,0.4326,2.992,0.4129,3.05,0.0,3.05,0.4209,0.0,0.4209
2025-02-04 21:00:00,False,0.138,0.06,3.805,0.5251,3.805,0.0,3.805,0.5251,0.0,0.5251,3.805,0.5251,3.809,0.0,3.809,0.5256,0.0,0.5256
2025-02-04 22:00:00,False,0.138,0.06,2.222,0.3066,2.222,0.0,2.222,0.3066,0.0,0.3066,2.222,0.3066,2.222,0.0,2.222,0.3066,0.0,0.3066
2025-02-04 23:00:00,False,0.138,0.06,2.335,0.3222,2.335,0.0,2.335,0.3222,0.0,0.3222,2.335,0.3222,2.335,0.0,2.335,0.3222,0.0,0.3222
2025-02-05 00:00:00,False,0.138,0.06,3.059,0.4221,3.059,0.0,3.059,0.4221,0.0,0.4221,18.513,2.5548,3.059,0.0,3.059,0.4221,0.0,0.4221
2025-02-05 01:00:00,False,0.138,0.06,2.756,0.3803,2.756,0.0,2.756,0.3803,0.0,0.3803,2.756,0.3803,2.788,0.0,2.788,0.3847,0.0,0.3847
2025-02-05 02:00:00,False,0.138,0.06,2.954,0.4077,2.954,0.0,2.954,0.4077,0.0,0.4077,2.954,0.4077,2.978,0.0,2.978,0.411,0.0,0.411
2025-02-05 03:00:00,False,0.138,0.06,2.774,0.3828,2.774,0.0,2.774,0.3828,0.0,0.3828,2.774,0.3828,2.798,0.0,2.798,0.3861,0.0,0.3861
2025-02-05 04:00:00,False,0.138,0.06,2.875,0.3968,2.875,0.0,2.875,0.3968,0.0,0.3968,2.875,0.3968,2.895,0.0,2.895,0.3995,0.0,0.3995
2025-02-05 05:00:00,False,0.138,0.06,2.876,0.3969,2.876,0.0,2.876,0.3969,0.0,0.3969,2.876,0.3969,2.904,0.0,2.904,0.4008,0.0,0.4008
2025-02-05 06:00:00,False,0.138,0.06,2.858,0.3944,2.858,0.0,2.858,0.3944,0.0,0.3944,2.858,0.3944,2.876,0.0,2.876,0.3969,0.0,0.3969
2025-02-05 07:00:00,False,0.138,0.06,2.62,0.3616,2.192,0.0,2.192,0.3025,0.0,0.3025,2.62,0.3616,3.034,0.0,3.034,0.4187,0.0,0.4187
2025-02-05 08:00:00,False,0.138,0.06,2.629,0.3628,1.772,0.0,1.772,0.2445,0.0,0.2445,2.629,0.3628,3.534,0.0,3.534,0.4877,0.0,0.4877
2025-02-05 09:00:00,False,0.138,0.06,4.985,0.6879,2.847,0.0,2.847,0.3929,0.0,0.3929,4.985,0.6879,6.881,0.0,6.881,0.9496,0.0,0.9496
2025-02-05 10:00:00,False,0.138,0.06,2.198,0.3033,0.0,1.324,-1.324,0.0,0.0794,-0.0794,2.198,0.3033,3.146,0.0,3.146,0.4341,0.0,0.4341
2025-02-05 11:00:00,False,0.138,0.06,1.697,0.2342,0.0,2.744,-2.744,0.0,0.1646,-0.1646,1.697,0.2342,1.744,0.0,1.744,0.2407,0.0,0.2407
2025-02-05 12:00:00,False,0.138,0.06,1.003,0.1384,0.0,3.447,-3.447,0.0,0.2068,-0.2068,1.003,0.1384,0.925,0.0,0.925,0.1277,0.0,0.1277
2025-02-05 13:00:00,False,0.138,0.06,0.774,0.1068,0.0,2.827,-2.827,0.0,0.1696,-0.1696,0.774,0.1068,0.741,0.0,0.741,0.1023,0.0,0.1023
2025-02-05 14:00:00,False,0.138,0.06,2.445,0.3374,0.98,0.0,0.98,0.1352,0.0,0.1352,2.445,0.3374,2.282,0.0,2.282,0.3149,0.0,0.3149
2025-02-05 15:00:00,False,0.138,0.06,2.774,0.3828,2.145,0.0,2.145,0.296,0.0,0.296,2.774,0.3828,2.329,0.0,2.329,0.3214,0.0,0.3214
