Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
12/01/2025 00:00,0,111,0,115,4,0
12/01/2025 00:15,0,111,0,115,4,0
12/01/2025 00:30,0,114,0,118,4,0
12/01/2025 00:45,0,452,0,537,85,0
12/01/2025 01:00,0,346,0,355,9,0
12/01/2025 01:15,0,156,0,159,3,0
12/01/2025 01:30,0,144,0,148,4,0
12/01/2025 01:45,0,269,0,272,3,0
12/01/2025 02:00,0,604,0,608,4,0
12/01/2025 02:15,0,617,0,696,79,0
12/01/2025 02:30,0,427,0,433,6,0
12/01/2025 02:45,0,129,0,131,2,0
12/01/2025 03:00,0,487,0,489,2,0
12/01/2025 03:15,0,193,0,269,76,0
12/01/2025 03:30,0,470,0,480,10,0
12/01/2025 03:45,0,546,0,552,6,0
12/01/2025 04:00,0,565,0,566,1,0
12/01/2025 04:15,0,125,0,203,78,0
12/01/2025 04:30,0,139,0,149,10,0
12/01/2025 04:45,0,409,0,413,4,0
12/01/2025 05:00,0,647,0,717,70,0
12/01/2025 05:15,0,525,0,535,10,0
12/01/2025 05:30,0,333,0,338,5,0
12/01/2025 05:45,0,451,0,524,73,0
12/01/2025 06:00,0,273,0,280,7,0
12/01/2025 06:15,0,575,0,577,2,0
12/01/2025 06:30,0,550,0,614,64,0
12/01/2025 06:45,0,546,0,552,6,0
12/01/2025 07:00,2,346,0,406,62,0
12/01/2025 07:15,36,184,0,181,33,0
12/01/2025 07:30,60,194,0,200,66,0
12/01/2025 07:45,70,643,0,651,78,0
12/01/2025 08:00,83,531,0,535,87,0
12/01/2025 08:15,128,990,0,988,126,0
12/01/2025 08:30,162,1034,0,1039,167,0
12/01/2025 08:45,251,961,0,960,250,0
12/01/2025 09:00,330,1024,0,1024,330,0
12/01/2025 09:15,422,1025,0,1030,427,0
12/01/2025 09:30,502,932,0,946,516,0
12/01/2025 09:45,635,1227,0,1228,636,0
12/01/2025 10:00,532,2241,0,2250,541,0
12/01/2025 10:15,580,2281,0,2280,579,0
12/01/2025 10:30,802,1254,0,1261,809,0
12/01/2025 10:45,836,1222,0,1230,844,0
12/01/2025 11:00,858,1124,0,1155,889,0
12/01/2025 11:15,540,1123,0,1137,554,0
12/01/2025 11:30,880,1121,0,1131,890,0
12/01/2025 11:45,872,1129,0,1159,902,0
12/01/2025 12:00,868,1126,0,1143,885,0
12/01/2025 12:15,834,1180,0,1194,848,0
12/01/2025 12:30,793,1073,0,1082,802,0
12/01/2025 12:45,725,818,0,829,736,0
12/01/2025 13:00,615,816,0,825,624,0
12/01/2025 13:15,464,821,0,827,470,0
12/01/2025 13:30,316,1110,0,1123,329,0
12/01/2025 13:45,188,1252,0,1257,193,0
12/01/2025 14:00,153,1068,0,1403,488,0
12/01/2025 14:15,129,815,0,1485,799,0
12/01/2025 14:30,106,820,0,923,209,0
12/01/2025 14:45,87,557,0,523,53,0
12/01/2025 15:00,79,440,0,510,149,0
12/01/2025 15:15,62,636,0,659,85,0
12/01/2025 15:30,47,906,0,905,46,0
12/01/2025 15:45,31,431,0,467,67,0
12/01/2025 16:00,4,146,0,0,3,145
12/01/2025 16:15,0,541,0,10,0,531
12/01/2025 16:30,0,740,26,0,0,766
12/01/2025 16:45,0,662,8,0,0,670
12/01/2025 17:00,0,624,0,0,0,624
12/01/2025 17:15,0,678,21,0,0,699
12/01/2025 17:30,0,1064,0,2,0,1062
12/01/2025 17:45,0,894,7,0,0,901
12/01/2025 18:00,0,647,16,0,0,663
12/01/2025 18:15,0,613,5,0,0,618
12/01/2025 18:30,0,610,6,0,0,616
12/01/2025 18:45,0,588,2,0,0,590
12/01/2025 19:00,0,813,4,0,0,817
12/01/2025 19:15,0,734,12,0,0,746
12/01/2025 19:30,0,779,13,0,0,792
12/01/2025 19:45,0,641,7,0,0,648
12/01/2025 20:00,0,685,10,17,17,695
12/01/2025 20:15,0,656,32,3,3,688
12/01/2025 20:30,0,616,0,628,12,0
12/01/2025 20:45,0,653,0,658,5,0
12/01/2025 21:00,0,363,0,364,1,0
12/01/2025 21:15,0,568,0,568,0,0
12/01/2025 21:30,0,579,0,585,6,0
12/01/2025 21:45,0,477,0,479,2,0
12/01/2025 22:00,0,585,0,589,4,0
12/01/2025 22:15,0,1043,0,1043,0,0
12/01/2025 22:30,0,416,0,417,1,0
12/01/2025 22:45,0,589,0,589,0,0
12/01/2025 23:00,0,425,0,425,0,0
12/01/2025 23:15,0,244,0,244,0,0
12/01/2025 23:30,0,642,0,708,66,0
12/01/2025 23:45,0,205,0,209,4,0
12/02/2025 00:00,0,267,0,334,67,0
12/02/2025 00:15,0,739,0,745,6,0
12/02/2025 00:30,0,641,0,643,2,0
12/02/2025 00:45,0,619,0,673,54,0
12/02/2025 01:00,0,551,0,556,5,0
12/02/2025 01:15,0,456,0,509,53,0
12/02/2025 01:30,0,560,0,564,4,0
12/02/2025 01:45,0,630,0,632,2,0
12/02/2025 02:00,0,663,0,705,42,0
