Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
10/01/2024 00:00,0,116,0,116,0,0
10/01/2024 00:15,0,100,0,113,13,0
10/01/2024 00:30,0,140,0,142,2,0
10/01/2024 00:45,0,79,0,119,40,0
10/01/2024 01:00,0,108,0,106,0,2
10/01/2024 01:15,0,90,0,90,0,0
10/01/2024 01:30,0,115,0,115,0,0
10/01/2024 01:45,0,95,0,95,0,0
10/01/2024 02:00,0,82,0,93,11,0
10/01/2024 02:15,0,84,0,104,20,0
10/01/2024 02:30,0,106,0,130,24,0
10/01/2024 02:45,0,115,0,115,0,0
10/01/2024 03:00,0,89,0,89,0,0
10/01/2024 03:15,0,83,0,83,0,0
10/01/2024 03:30,0,92,0,92,0,0
10/01/2024 03:45,0,157,0,180,23,0
10/01/2024 04:00,0,84,0,113,29,0
10/01/2024 04:15,0,117,0,117,0,0
10/01/2024 04:30,0,109,0,109,0,0
10/01/2024 04:45,0,216,0,216,0,0
10/01/2024 05:00,0,112,0,112,0,0
10/01/2024 05:15,0,118,0,144,26,0
10/01/2024 05:30,0,113,0,128,15,0
10/01/2024 05:45,0,96,0,109,13,0
10/01/2024 06:00,0,81,0,83,2,0
10/01/2024 06:15,0,150,0,150,0,0
10/01/2024 06:30,0,102,0,102,0,0
10/01/2024 06:45,3,102,0,126,27,0
10/01/2024 07:00,48,170,0,155,33,0
10/01/2024 07:15,139,125,0,104,118,0
10/01/2024 07:30,155,87,0,70,138,0
10/01/2024 07:45,213,125,0,107,195,0
10/01/2024 08:00,119,412,0,397,104,0
10/01/2024 08:15,177,482,0,464,159,0
10/01/2024 08:30,197,390,0,372,179,0
10/01/2024 08:45,243,573,0,554,224,0
10/01/2024 09:00,425,105,0,77,397,0
10/01/2024 09:15,315,151,0,134,298,0
10/01/2024 09:30,370,76,0,53,347,0
10/01/2024 09:45,244,80,0,63,227,0
10/01/2024 10:00,281,142,0,125,264,0
10/01/2024 10:15,488,188,0,167,467,0
10/01/2024 10:30,423,193,0,178,408,0
10/01/2024 10:45,363,234,0,217,346,0
10/01/2024 11:00,365,212,0,193,346,0
10/01/2024 11:15,555,1168,0,1128,515,0
10/01/2024 11:30,762,112,0,27,677,0
10/01/2024 11:45,621,102,0,50,569,0
10/01/2024 12:00,772,165,0,55,662,0
10/01/2024 12:15,759,870,0,739,628,0
10/01/2024 12:30,871,413,2,0,456,0
10/01/2024 12:45,817,177,531,0,109,0
10/01/2024 13:00,1211,147,1027,0,37,0
10/01/2024 13:15,528,675,0,189,42,0
10/01/2024 13:30,827,904,0,93,16,0
10/01/2024 13:45,909,84,817,0,8,0
10/01/2024 14:00,701,278,395,0,28,0
10/01/2024 14:15,539,739,0,202,2,0
10/01/2024 14:30,638,180,440,0,18,0
10/01/2024 14:45,663,75,556,0,32,0
10/01/2024 15:00,571,150,402,0,19,0
10/01/2024 15:15,470,307,134,0,29,0
10/01/2024 15:30,340,106,223,0,11,0
10/01/2024 15:45,346,72,267,0,7,0
10/01/2024 16:00,488,69,482,0,0,63
10/01/2024 16:15,363,89,358,0,0,84
10/01/2024 16:30,307,93,303,0,0,89
10/01/2024 16:45,224,212,219,0,0,207
10/01/2024 17:00,138,108,135,0,0,105
10/01/2024 17:15,63,105,57,0,0,99
10/01/2024 17:30,68,130,63,0,0,125
10/01/2024 17:45,52,176,47,0,0,171
10/01/2024 18:00,21,171,17,0,0,167
10/01/2024 18:15,0,100,0,4,0,96
10/01/2024 18:30,0,159,0,8,0,151
10/01/2024 18:45,0,138,0,4,0,134
10/01/2024 19:00,0,124,0,5,0,119
10/01/2024 19:15,0,179,0,8,0,171
10/01/2024 19:30,0,296,0,7,0,289
10/01/2024 19:45,0,310,0,6,0,304
10/01/2024 20:00,0,406,0,18,8,396
10/01/2024 20:15,0,383,0,9,0,374
10/01/2024 20:30,0,596,0,8,0,588
10/01/2024 20:45,0,640,0,7,0,633
10/01/2024 21:00,0,1654,0,10,0,1644
10/01/2024 21:15,0,707,0,9,2,700
10/01/2024 21:30,0,344,0,161,0,183
10/01/2024 21:45,0,255,0,255,0,0
10/01/2024 22:00,0,223,0,223,0,0
10/01/2024 22:15,0,217,0,217,0,0
10/01/2024 22:30,0,165,0,167,2,0
10/01/2024 22:45,0,157,0,157,0,0
10/01/2024 23:00,0,71,0,81,10,0
10/01/2024 23:15,0,72,0,122,52,2
