Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
12/01/2024 00:00,0,94,0,97,3,0
12/01/2024 00:15,0,406,0,408,2,0
12/01/2024 00:30,0,699,0,699,0,0
12/01/2024 00:45,0,410,0,410,0,0
12/01/2024 01:00,0,459,0,461,2,0
12/01/2024 01:15,0,611,0,611,0,0
12/01/2024 01:30,0,514,0,516,2,0
12/01/2024 01:45,0,664,0,664,0,0
12/01/2024 02:00,0,799,0,799,0,0
12/01/2024 02:15,0,508,0,510,2,0
12/01/2024 02:30,0,633,0,637,4,0
12/01/2024 02:45,0,495,0,498,3,0
12/01/2024 03:00,0,492,0,493,1,0
12/01/2024 03:15,0,623,0,626,3,0
12/01/2024 03:30,0,804,0,807,3,0
12/01/2024 03:45,0,570,0,574,4,0
12/01/2024 04:00,0,588,0,590,2,0
12/01/2024 04:15,0,211,0,213,2,0
12/01/2024 04:30,0,386,0,388,2,0
12/01/2024 04:45,0,585,0,589,4,0
12/01/2024 05:00,0,683,0,687,4,0
12/01/2024 05:15,0,232,0,236,4,0
12/01/2024 05:30,0,721,0,727,6,0
12/01/2024 05:45,0,557,0,561,4,0
12/01/2024 06:00,0,683,0,687,4,0
12/01/2024 06:15,0,860,0,865,5,0
12/01/2024 06:30,0,697,0,701,4,0
12/01/2024 06:45,0,666,0,668,2,0
12/01/2024 07:00,1,699,0,703,5,0
12/01/2024 07:15,38,649,0,639,28,0
12/01/2024 07:30,63,856,0,851,58,0
12/01/2024 07:45,76,963,0,955,68,0
12/01/2024 08:00,131,960,0,952,123,0
12/01/2024 08:15,244,705,0,705,244,0
12/01/2024 08:30,294,649,0,642,287,0
12/01/2024 08:45,315,639,0,643,319,0
12/01/2024 09:00,318,653,0,651,316,0
12/01/2024 09:15,355,672,0,664,347,0
12/01/2024 09:30,391,1651,0,1643,383,0
12/01/2024 09:45,414,2419,0,2416,411,0
12/01/2024 10:00,385,1830,0,1833,388,0
12/01/2024 10:15,416,776,0,778,418,0
12/01/2024 10:30,929,842,0,789,876,0
12/01/2024 10:45,946,539,0,535,942,0
12/01/2024 11:00,507,508,0,529,528,0
12/01/2024 11:15,870,600,0,557,827,0
12/01/2024 11:30,890,551,0,554,893,0
12/01/2024 11:45,879,608,0,607,878,0
12/01/2024 12:00,880,658,0,658,880,0
12/01/2024 12:15,843,707,0,705,841,0
12/01/2024 12:30,806,346,0,343,803,0
12/01/2024 12:45,752,142,0,137,747,0
12/01/2024 13:00,645,525,0,520,640,0
12/01/2024 13:15,521,638,0,630,513,0
12/01/2024 13:30,418,660,0,541,299,0
12/01/2024 13:45,241,622,0,391,10,0
12/01/2024 14:00,178,614,0,474,38,0
12/01/2024 14:15,151,475,0,344,20,0
12/01/2024 14:30,122,578,0,496,40,0
12/01/2024 14:45,104,672,0,620,52,0
12/01/2024 15:00,82,657,0,581,6,0
12/01/2024 15:15,64,495,0,476,45,0
12/01/2024 15:30,44,565,0,576,55,0
12/01/2024 15:45,21,583,0,591,29,0
12/01/2024 16:00,5,557,5,0,0,557
12/01/2024 16:15,0,531,2,0,0,533
12/01/2024 16:30,0,143,0,1,0,142
12/01/2024 16:45,0,279,0,14,0,265
12/01/2024 17:00,0,560,1,0,0,561
12/01/2024 17:15,0,655,0,6,0,649
12/01/2024 17:30,0,658,0,4,0,654
12/01/2024 17:45,0,542,0,5,0,537
12/01/2024 18:00,0,320,0,2,0,318
12/01/2024 18:15,0,434,0,13,0,421
12/01/2024 18:30,0,899,2,0,0,901
12/01/2024 18:45,0,649,0,4,0,645
12/01/2024 19:00,0,683,0,10,0,673
12/01/2024 19:15,0,614,0,0,0,614
12/01/2024 19:30,0,568,0,6,0,562
12/01/2024 19:45,0,696,0,8,0,688
12/01/2024 20:00,0,546,0,13,0,533
12/01/2024 20:15,0,813,0,21,0,792
12/01/2024 20:30,0,824,0,832,8,0
12/01/2024 20:45,0,626,0,629,3,0
12/01/2024 21:00,0,840,0,840,0,0
12/01/2024 21:15,0,993,0,993,0,0
12/01/2024 21:30,0,739,0,740,1,0
12/01/2024 21:45,0,600,0,601,1,0
12/01/2024 22:00,0,515,0,515,0,0
12/01/2024 22:15,0,331,0,334,3,0
12/01/2024 22:30,0,293,0,293,0,0
12/01/2024 22:45,0,843,0,845,2,0
12/01/2024 23:00,0,489,0,490,1,0
12/01/2024 23:15,0,115,0,117,2,0
12/01/2024 23:30,0,516,0,516,0,0
12/01/2024 23:45,0,402,0,403,1,0
12/02/2024 00:00,0,121,0,123,2,0
12/02/2024 00:15,0,771,0,771,0,0
12/02/2024 00:30,0,617,0,620,3,0
12/02/2024 00:45,0,591,0,592,1,0
12/02/2024 01:00,0,681,0,683,2,0
12/02/2024 01:15,0,625,0,625,0,0
12/02/2024 01:30,0,747,0,750,3,0
12/02/2024 01:45,0,734,0,735,1,0
12/02/2024 02:00,0,598,0,600,2,0
12/02/2024 02:15,0,685,0,687,2,0
12/02/2024 02:30,0,591,0,595,4,0
12/02/2024 02:45,0,748,0,752,4,0
12/02/2024 03:00,0,808,0,810,2,0
12/02/2024 03:15,0,754,0,758,4,0
12/02/2024 03:30,0,700,0,704,4,0
12/02/2024 03:45,0,704,0,706,2,0
12/02/2024 04:00,0,584,0,588,4,0
12/02/2024 04:15,0,663,0,665,2,0
12/02/2024 04:30,0,716,0,720,4,0
12/02/2024 04:45,0,851,0,855,4,0
12/02/2024 05:00,0,657,0,661,4,0
12/02/2024 05:15,0,568,0,574,6,0
12/02/2024 05:30,0,751,0,754,3,0
12/02/2024 05:45,0,736,0,739,3,0
12/02/2024 06:00,0,1036,0,1042,6,0
12/02/2024 06:15,0,549,0,553,4,0
12/02/2024 06:30,0,614,0,616,2,0
12/02/2024 06:45,0,722,0,725,3,0
12/02/2024 07:00,2,748,0,749,3,0
12/02/2024 07:15,39,1037,0,1026,28,0
12/02/2024 07:30,63,967,0,955,51,0
12/02/2024 07:45,74,714,0,704,64,0
12/02/2024 08:00,87,821,0,811,77,0
12/02/2024 08:15,130,903,0,896,123,0
12/02/2024 08:30,165,760,0,753,158,0
12/02/2024 08:45,258,540,0,529,247,0
12/02/2024 09:00,340,723,0,716,333,0
12/02/2024 09:15,405,685,0,680,400,0
12/02/2024 09:30,485,653,0,646,478,0
12/02/2024 09:45,547,534,0,523,536,0
12/02/2024 10:00,651,502,0,407,556,0
12/02/2024 10:15,737,505,0,323,555,0
12/02/2024 10:30,791,494,0,260,557,0
12/02/2024 10:45,820,729,0,522,613,0
12/02/2024 11:00,865,553,0,482,794,0
12/02/2024 11:15,886,504,0,460,842,0
12/02/2024 11:30,873,502,0,492,863,0
12/02/2024 11:45,867,535,0,543,875,0
12/02/2024 12:00,865,651,0,670,884,0
12/02/2024 12:15,832,583,0,596,845,0
12/02/2024 12:30,800,511,0,509,798,0
