Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
11/01/2024 00:00,0,80,0,7,0,73
11/01/2024 00:15,0,76,0,8,0,68
11/01/2024 00:30,0,153,0,7,2,148
11/01/2024 00:45,0,87,0,9,0,78
11/01/2024 01:00,0,72,0,11,0,61
11/01/2024 01:15,0,132,0,10,0,122
11/01/2024 01:30,0,100,0,8,0,92
11/01/2024 01:45,0,76,0,7,0,69
11/01/2024 02:00,0,141,0,10,0,131
11/01/2024 02:15,0,119,0,8,0,111
11/01/2024 02:30,0,101,0,9,0,92
11/01/2024 02:45,0,131,0,12,0,119
11/01/2024 03:00,0,166,0,10,0,156
11/01/2024 03:15,0,130,0,9,0,121
11/01/2024 03:30,0,97,0,8,0,89
11/01/2024 03:45,0,73,0,10,0,63
11/01/2024 04:00,0,70,0,9,0,61
11/01/2024 04:15,0,159,0,9,0,150
11/01/2024 04:30,0,148,0,9,0,139
11/01/2024 04:45,0,77,0,9,0,68
11/01/2024 05:00,0,156,0,9,0,147
11/01/2024 05:15,0,127,0,5,0,122
11/01/2024 05:30,0,140,0,9,0,131
11/01/2024 05:45,0,71,0,9,0,62
11/01/2024 06:00,0,71,0,10,0,61
11/01/2024 06:15,0,107,0,11,0,96
11/01/2024 06:30,0,88,0,8,0,80
11/01/2024 06:45,0,147,0,9,0,138
11/01/2024 07:00,0,251,0,269,21,3
11/01/2024 07:15,0,235,0,242,7,0
11/01/2024 07:30,15,120,0,112,7,0
11/01/2024 07:45,48,135,0,114,27,0
11/01/2024 08:00,75,146,0,125,54,0
11/01/2024 08:15,168,109,0,90,149,0
11/01/2024 08:30,142,97,0,78,123,0
11/01/2024 08:45,271,125,0,105,251,0
11/01/2024 09:00,209,133,0,118,194,0
11/01/2024 09:15,253,190,0,173,236,0
11/01/2024 09:30,239,91,0,74,222,0
11/01/2024 09:45,313,121,0,101,293,0
11/01/2024 10:00,374,94,0,75,355,0
