Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
10/01/2025 00:00,0,129,0,4,0,125
10/01/2025 00:15,0,147,0,4,0,143
10/01/2025 00:30,0,242,0,8,0,234
10/01/2025 00:45,0,266,0,193,48,121
10/01/2025 01:00,0,110,0,124,14,0
10/01/2025 01:15,0,137,0,145,8,0
10/01/2025 01:30,0,138,0,145,7,0
10/01/2025 01:45,0,169,0,176,7,0
10/01/2025 02:00,0,191,0,197,6,0
10/01/2025 02:15,0,147,0,155,8,0
10/01/2025 02:30,0,144,0,150,6,0
10/01/2025 02:45,0,135,0,142,7,0
10/01/2025 03:00,0,108,0,115,7,0
10/01/2025 03:15,0,108,0,115,7,0
10/01/2025 03:30,0,135,0,141,6,0
10/01/2025 03:45,0,140,0,147,7,0
10/01/2025 04:00,0,122,0,129,7,0
10/01/2025 04:15,0,109,0,116,7,0
10/01/2025 04:30,0,118,0,125,7,0
10/01/2025 04:45,0,126,0,237,111,0
10/01/2025 05:00,0,114,0,126,12,0
10/01/2025 05:15,0,141,0,147,6,0
10/01/2025 05:30,0,117,0,123,6,0
10/01/2025 05:45,0,106,0,113,7,0
10/01/2025 06:00,0,110,0,116,6,0
10/01/2025 06:15,0,139,0,246,107,0
10/01/2025 06:30,0,114,0,125,11,0
10/01/2025 06:45,3,150,0,153,6,0
10/01/2025 07:00,62,134,0,126,54,0
10/01/2025 07:15,205,279,0,276,202,0
10/01/2025 07:30,299,252,0,243,290,0
10/01/2025 07:45,377,236,0,235,376,0
10/01/2025 08:00,441,239,0,242,444,0
10/01/2025 08:15,469,147,0,149,471,0
10/01/2025 08:30,417,149,0,151,419,0
10/01/2025 08:45,492,161,0,175,506,0
10/01/2025 09:00,494,128,0,125,491,0
10/01/2025 09:15,525,118,0,138,545,0
10/01/2025 09:30,606,141,0,137,602,0
10/01/2025 09:45,730,120,0,125,735,0
10/01/2025 10:00,770,102,0,113,781,0
10/01/2025 10:15,814,112,0,121,823,0
10/01/2025 10:30,934,127,0,131,938,0
10/01/2025 10:45,1130,109,0,139,1160,0
10/01/2025 11:00,1210,126,0,126,1210,0
10/01/2025 11:15,1280,130,0,152,1302,0
10/01/2025 11:30,1333,100,0,105,1338,0
10/01/2025 11:45,1347,103,0,126,1370,0
10/01/2025 12:00,1343,125,643,0,575,0
10/01/2025 12:15,1360,122,1042,0,196,0
10/01/2025 12:30,1370,134,1075,0,161,0
10/01/2025 12:45,1371,129,1137,0,105,0
10/01/2025 13:00,1357,106,1145,0,106,0
10/01/2025 13:15,1335,110,1158,0,67,0
10/01/2025 13:30,1287,122,1149,0,16,0
10/01/2025 13:45,1190,119,1071,0,0,0
10/01/2025 14:00,1045,132,882,0,31,0
10/01/2025 14:15,999,120,845,0,34,0
10/01/2025 14:30,902,106,794,0,2,0
10/01/2025 14:45,792,114,666,0,12,0
10/01/2025 15:00,660,130,479,0,51,0
10/01/2025 15:15,520,114,390,0,16,0
10/01/2025 15:30,433,136,297,0,0,0
10/01/2025 15:45,373,109,243,0,21,0
10/01/2025 16:00,333,106,347,0,0,120
10/01/2025 16:15,273,108,268,0,0,103
10/01/2025 16:30,171,127,169,0,0,125
10/01/2025 16:45,88,120,83,0,0,115
10/01/2025 17:00,73,132,73,0,0,132
10/01/2025 17:15,60,103,58,0,0,101
10/01/2025 17:30,44,149,42,0,0,147
10/01/2025 17:45,31,305,26,0,0,300
10/01/2025 18:00,17,193,14,0,0,190
10/01/2025 18:15,2,160,0,1,0,157
10/01/2025 18:30,0,139,0,2,0,137
10/01/2025 18:45,0,160,6,0,0,166
10/01/2025 19:00,0,242,0,5,0,237
10/01/2025 19:15,0,244,0,2,0,242
10/01/2025 19:30,0,364,1,0,0,365
10/01/2025 19:45,0,292,0,3,0,289
10/01/2025 20:00,0,315,6,21,21,321
10/01/2025 20:15,0,246,0,2,0,244
10/01/2025 20:30,0,298,5,0,0,303
10/01/2025 20:45,0,351,6,0,0,357
10/01/2025 21:00,0,566,17,0,0,583
10/01/2025 21:15,0,460,18,0,0,478
10/01/2025 21:30,0,646,29,0,0,675
10/01/2025 21:45,0,435,0,3,0,432
10/01/2025 22:00,0,264,18,0,0,282
10/01/2025 22:15,0,287,4,0,0,291
10/01/2025 22:30,0,293,10,0,0,303
10/01/2025 22:45,0,142,0,4,0,138
10/01/2025 23:00,0,107,0,4,0,103
10/01/2025 23:15,0,115,0,5,0,110
10/01/2025 23:30,0,112,0,6,0,106
10/01/2025 23:45,0,211,0,3,0,208
10/02/2025 00:00,0,128,0,0,0,128
10/02/2025 00:15,0,131,0,6,0,125
10/02/2025 00:30,0,104,0,6,0,98
10/02/2025 00:45,0,106,0,7,0,99
10/02/2025 01:00,0,119,0,6,0,113
10/02/2025 01:15,0,136,0,4,0,132
10/02/2025 01:30,0,132,0,5,0,127
10/02/2025 01:45,0,208,0,3,0,205
10/02/2025 02:00,0,123,0,3,0,120
10/02/2025 02:15,0,122,0,6,0,116
10/02/2025 02:30,0,112,0,2,0,110
10/02/2025 02:45,0,122,0,3,0,119
10/02/2025 03:00,0,136,0,5,0,131
10/02/2025 03:15,0,107,0,4,0,103
10/02/2025 03:30,0,105,0,2,0,103
10/02/2025 03:45,0,118,0,2,0,116
10/02/2025 04:00,0,187,0,0,0,187
10/02/2025 04:15,0,168,0,3,0,165
10/02/2025 04:30,0,136,0,5,0,131
10/02/2025 04:45,0,112,0,3,0,109
10/02/2025 05:00,0,106,0,4,0,102
10/02/2025 05:15,0,108,0,3,0,105
10/02/2025 05:30,0,133,0,2,0,131
10/02/2025 05:45,0,112,0,1,0,111
10/02/2025 06:00,0,132,0,2,0,130
10/02/2025 06:15,0,120,0,1,0,119
10/02/2025 06:30,0,107,0,9,6,104
10/02/2025 06:45,2,221,27,50,52,248
10/02/2025 07:00,50,145,0,127,58,26
10/02/2025 07:15,201,299,0,298,200,0
10/02/2025 07:30,291,259,0,257,289,0
10/02/2025 07:45,366,229,0,231,368,0
10/02/2025 08:00,396,215,0,215,396,0
10/02/2025 08:15,415,179,0,183,419,0
