Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
01/01/2026 00:00,0,2469,0,2723,254,0
01/01/2026 01:00,0,2347,0,2599,252,0
01/01/2026 02:00,0,2342,0,2590,248,0
01/01/2026 03:00,0,2609,0,2851,242,0
01/01/2026 04:00,0,2235,0,2296,61,0
01/01/2026 05:00,0,2245,0,2299,54,0
01/01/2026 06:00,0,2457,0,2509,52,0
01/01/2026 07:00,0,2536,0,2604,68,0
01/01/2026 08:00,30,2182,0,2191,39,0
01/01/2026 09:00,72,2437,0,2403,38,0
01/01/2026 10:00,212,2496,0,2330,46,0
01/01/2026 11:00,314,2823,0,2561,52,0
01/01/2026 12:00,520,5623,0,5144,41,0
01/01/2026 13:00,839,4006,0,3206,39,0
01/01/2026 14:00,284,3675,0,3428,37,0
01/01/2026 15:00,102,4145,0,4081,38,0
01/01/2026 16:00,2,5006,0,270,0,4734
01/01/2026 17:00,0,4088,27,0,0,4115
01/01/2026 18:00,0,4291,0,2455,19,1855
01/01/2026 19:00,0,3921,0,3942,21,0
01/01/2026 20:00,0,6408,0,9192,2784,0
01/01/2026 21:00,0,5691,0,8720,3029,0
01/01/2026 22:00,0,2109,0,4725,2616,0
01/01/2026 23:00,0,3794,0,5268,1474,0
01/02/2026 00:00,0,3493,0,3772,279,0
01/02/2026 01:00,0,3621,0,3890,269,0
01/02/2026 02:00,0,3607,0,3855,248,0
01/02/2026 03:00,0,3427,0,3672,245,0
01/02/2026 04:00,0,3263,0,3519,256,0
01/02/2026 05:00,0,3735,0,3983,248,0
01/02/2026 06:00,0,3311,0,3568,257,0
01/02/2026 07:00,2,3335,0,3584,251,0
01/02/2026 08:00,175,3744,0,3805,236,0
01/02/2026 09:00,590,2842,0,2504,252,0
01/02/2026 10:00,1538,3248,0,1956,246,0
01/02/2026 11:00,2525,5576,0,3302,251,0
01/02/2026 12:00,2771,5283,0,2753,241,0
01/02/2026 13:00,1752,4378,0,2855,229,0
01/02/2026 14:00,733,3701,0,3202,234,0
01/02/2026 15:00,226,3608,0,3612,230,0
01/02/2026 16:00,21,2903,17,0,0,2899
01/02/2026 17:00,0,4233,0,44,0,4189
01/02/2026 18:00,0,3435,0,48,1,3388
01/02/2026 19:00,0,3601,0,3615,14,0
01/02/2026 20:00,0,3655,0,7849,4194,0
01/02/2026 21:00,0,3815,0,8478,4663,0
01/02/2026 22:00,0,2671,0,6195,3524,0
01/02/2026 23:00,2,1952,0,2349,403,4
01/03/2026 00:00,0,3303,0,3368,67,2
01/03/2026 01:00,0,3153,0,3217,64,0
01/03/2026 02:00,0,3599,0,3647,48,0
01/03/2026 03:00,0,2784,0,2824,40,0
01/03/2026 04:00,0,3251,0,3290,39,0
01/03/2026 05:00,0,3706,0,3765,59,0
01/03/2026 06:00,0,3337,0,3388,51,0
01/03/2026 07:00,51,3389,0,3376,38,0
01/03/2026 08:00,367,5120,0,4793,40,0
01/03/2026 09:00,963,4648,0,3722,37,0
01/03/2026 10:00,2244,5618,0,3433,59,0
01/03/2026 11:00,1540,3552,0,2059,47,0
01/03/2026 12:00,1997,3780,0,1817,34,0
01/03/2026 13:00,1440,7775,0,6370,35,0
01/03/2026 14:00,892,8082,0,7220,30,0
01/03/2026 15:00,367,8125,0,7806,50,2
01/03/2026 16:00,13,2303,0,15,1,2276
01/03/2026 17:00,0,3079,0,0,0,3079
01/03/2026 18:00,0,2852,0,8,0,2844
01/03/2026 19:00,0,3204,6,0,0,3210
01/03/2026 20:00,0,3414,0,3395,24,43
01/03/2026 21:00,0,3146,0,3154,8,0
01/03/2026 22:00,0,3224,0,7065,3841,0
01/03/2026 23:00,0,2963,0,7478,4515,0
01/04/2026 00:00,0,2627,0,6381,3754,0
01/04/2026 01:00,0,2527,0,3177,650,0
01/04/2026 02:00,0,2907,0,3162,255,0
01/04/2026 03:00,0,2448,0,2693,245,0
01/04/2026 04:00,0,3021,0,3280,259,0
01/04/2026 05:00,0,2674,0,2916,242,0
01/04/2026 06:00,0,2784,0,3021,237,0
01/04/2026 07:00,0,3936,0,4141,205,0
01/04/2026 08:00,91,3520,0,3482,54,1
01/04/2026 09:00,335,2321,0,2025,40,1
01/04/2026 10:00,855,2309,0,1503,50,1
01/04/2026 11:00,2112,3793,0,1725,45,1
01/04/2026 12:00,1441,2759,0,1363,45,0
01/04/2026 13:00,567,3140,0,2617,45,1
01/04/2026 14:00,787,3433,0,2686,40,0
01/04/2026 15:00,244,3040,0,2844,48,0
01/04/2026 16:00,5,2613,0,12,0,2596
01/04/2026 17:00,0,2775,0,12,0,2763
01/04/2026 18:00,0,2636,2,0,0,2638
01/04/2026 19:00,0,3105,0,4,0,3101
01/04/2026 20:00,0,3058,0,3030,26,54
01/04/2026 21:00,0,6838,0,6848,10,0
01/04/2026 22:00,0,1420,0,5322,3902,0
01/04/2026 23:00,0,2818,0,7439,4621,0
01/05/2026 00:00,0,2937,0,6391,3454,0
01/05/2026 01:00,0,2523,0,2925,402,0
01/05/2026 02:00,0,3005,0,3274,269,0
01/05/2026 03:00,0,3295,0,3544,249,0
01/05/2026 04:00,0,3023,0,3263,240,0
01/05/2026 05:00,0,3425,0,3666,241,0
01/05/2026 06:00,0,3773,0,4015,242,0
01/05/2026 07:00,76,3820,0,3992,248,0
01/05/2026 08:00,674,4241,0,3666,99,0
01/05/2026 09:00,1405,3910,0,2549,44,0
01/05/2026 10:00,1927,3610,0,1733,50,0
01/05/2026 11:00,2082,3348,0,1305,39,0
01/05/2026 12:00,1943,3704,0,1814,53,0
01/05/2026 13:00,1633,3323,0,1742,52,0
01/05/2026 14:00,915,2852,0,1976,39,0
01/05/2026 15:00,525,3155,0,2675,45,0
01/05/2026 16:00,13,3481,2,0,0,3470
01/05/2026 17:00,0,3504,10,0,0,3514
01/05/2026 18:00,0,3348,0,17,0,3331
01/05/2026 19:00,0,3024,6,0,0,3030
01/05/2026 20:00,0,3379,0,3377,22,24
01/05/2026 21:00,0,3853,0,3855,2,0
01/05/2026 22:00,0,1545,0,6076,4531,0
01/05/2026 23:00,0,2666,0,8086,5420,0
01/06/2026 00:00,0,2850,0,7976,5126,0
01/06/2026 01:00,0,2523,0,3506,983,0
01/06/2026 02:00,0,2787,0,2867,80,0
01/06/2026 03:00,0,3113,0,3199,86,0
01/06/2026 04:00,0,2671,0,2722,51,0
01/06/2026 05:00,0,2911,0,2952,41,0
01/06/2026 06:00,0,2995,0,3037,42,0
01/06/2026 07:00,0,3309,0,3369,60,0
01/06/2026 08:00,179,3310,0,3180,49,0
01/06/2026 09:00,471,2895,0,2487,63,0
01/06/2026 10:00,1251,2944,0,1734,41,0
01/06/2026 11:00,2219,3055,0,875,39,0
01/06/2026 12:00,1268,2431,0,1222,59,0
01/06/2026 13:00,1155,2504,0,1391,42,0
01/06/2026 14:00,523,2721,0,2250,52,0
01/06/2026 15:00,364,2498,0,2172,38,0
01/06/2026 16:00,26,2903,35,0,0,2912
01/06/2026 17:00,0,3092,0,7,0,3085
01/06/2026 18:00,0,3060,0,8,0,3052
01/06/2026 19:00,0,2813,0,0,0,2813
01/06/2026 20:00,0,2649,0,2620,25,54
01/06/2026 21:00,0,3052,0,3075,23,0
01/06/2026 22:00,0,2243,0,7248,5005,0
01/06/2026 23:00,0,2560,0,8677,6117,0
01/07/2026 00:00,0,2223,0,5386,3163,0
01/07/2026 01:00,0,2277,0,2353,76,0
01/07/2026 02:00,0,2421,0,2477,56,0
01/07/2026 03:00,0,2262,0,2309,47,0
01/07/2026 04:00,0,2628,0,2695,67,0
01/07/2026 05:00,0,2335,0,2384,49,0
01/07/2026 06:00,0,2750,0,2798,48,0
01/07/2026 07:00,0,3018,0,3062,44,0
01/07/2026 08:00,62,2492,0,2476,46,0
01/07/2026 09:00,213,2546,0,2401,68,0
01/07/2026 10:00,349,2328,0,2024,45,0
01/07/2026 11:00,581,2828,0,2288,41,0
01/07/2026 12:00,1043,2693,0,1692,42,0
01/07/2026 13:00,533,2588,0,2096,41,0
01/07/2026 14:00,913,2361,0,1507,59,0
01/07/2026 15:00,438,2747,0,2357,48,0
01/07/2026 16:00,38,2990,41,0,0,2993
01/07/2026 17:00,0,3107,14,0,0,3121
01/07/2026 18:00,0,2999,0,12,0,2987
01/07/2026 19:00,0,2747,0,4,0,2743
01/07/2026 20:00,0,2957,0,2936,30,51
01/07/2026 21:00,0,6138,0,6148,10,0
01/07/2026 22:00,0,1093,0,6343,5250,0
01/07/2026 23:00,0,2513,0,8691,6178,0
01/08/2026 00:00,0,2311,0,4991,2680,0
01/08/2026 01:00,0,2283,0,2367,84,0
01/08/2026 02:00,0,2552,0,2627,75,0
01/08/2026 03:00,0,2392,0,2434,42,0
01/08/2026 04:00,0,2440,0,2491,51,0
01/08/2026 05:00,0,2479,0,2524,45,0
01/08/2026 06:00,0,2794,0,2836,42,0
01/08/2026 07:00,43,3104,0,3117,56,0
01/08/2026 08:00,453,2589,0,2183,47,0
01/08/2026 09:00,1349,2696,0,1396,49,0
01/08/2026 10:00,2531,2113,372,0,46,0
01/08/2026 11:00,3232,1966,1228,0,38,0
01/08/2026 12:00,3248,1725,1475,0,48,0
01/08/2026 13:00,2383,1642,697,0,44,0
01/08/2026 14:00,967,1616,0,692,43,0
01/08/2026 15:00,276,1436,0,1198,42,4
01/08/2026 16:00,26,2228,28,0,0,2230
01/08/2026 17:00,0,2904,0,5,0,2899
01/08/2026 18:00,1,1797,0,11,0,1785
01/08/2026 19:00,0,1968,0,19,0,1949
01/08/2026 20:00,0,3023,0,2985,34,72
01/08/2026 21:00,0,3471,0,3479,8,0
01/08/2026 22:00,0,1079,0,5887,4808,0
01/08/2026 23:00,0,2423,0,7306,4883,0
01/09/2026 00:00,0,2552,0,3725,1173,0
01/09/2026 01:00,0,1590,0,1679,89,0
01/09/2026 02:00,0,2770,0,2839,69,0
01/09/2026 03:00,0,2581,0,2647,66,0
01/09/2026 04:00,0,2642,0,2685,43,0
01/09/2026 05:00,0,2819,0,2862,43,0
01/09/2026 06:00,0,2904,0,2965,61,0
01/09/2026 07:00,115,3381,0,3317,51,0
01/09/2026 08:00,520,3053,0,2583,50,0
01/09/2026 09:00,1277,2872,0,1632,38,1
01/09/2026 10:00,2472,2357,81,0,34,0
01/09/2026 11:00,2318,1820,443,0,55,0
01/09/2026 12:00,1786,1934,0,195,47,0
01/09/2026 13:00,1453,1757,0,348,45,1
01/09/2026 14:00,776,1815,0,1077,38,0
01/09/2026 15:00,278,959,0,718,37,0
01/09/2026 16:00,22,2396,22,0,0,2396
01/09/2026 17:00,0,2703,0,4,0,2699
01/09/2026 18:00,0,1672,0,15,0,1657
01/09/2026 19:00,0,1631,0,16,0,1615
01/09/2026 20:00,0,1929,0,1920,7,16
01/09/2026 21:00,0,2781,0,2783,2,0
01/09/2026 22:00,0,510,0,7081,6571,0
01/09/2026 23:00,0,775,0,4357,3582,0
01/10/2026 00:00,0,1514,0,1571,57,0
01/10/2026 01:00,0,913,0,968,55,0
01/10/2026 02:00,0,1333,0,1374,41,0
01/10/2026 03:00,0,1640,0,1686,46,0
01/10/2026 04:00,0,1297,0,1344,47,0
01/10/2026 05:00,0,1195,0,1249,54,0
01/10/2026 06:00,0,2406,0,2451,45,0
01/10/2026 07:00,95,2591,0,2537,41,0
01/10/2026 08:00,626,2198,0,1624,52,0
01/10/2026 09:00,1108,1090,0,32,50,0
01/10/2026 10:00,1586,1213,331,0,42,0
01/10/2026 11:00,2365,1794,527,0,44,0
01/10/2026 12:00,1836,1728,70,0,38,0
01/10/2026 13:00,1019,1814,0,837,44,2
01/10/2026 14:00,403,1535,0,1165,41,8
01/10/2026 15:00,121,1437,0,1337,31,10
01/10/2026 16:00,4,1834,0,3,2,1829
01/10/2026 17:00,0,1728,0,5,0,1723
01/10/2026 18:00,0,1159,0,18,0,1141
01/10/2026 19:00,0,2742,0,3,0,2739
01/10/2026 20:00,0,1965,0,1930,20,55
01/10/2026 21:00,0,5866,0,5870,4,0
01/10/2026 22:00,0,1650,0,7308,5658,0
01/10/2026 23:00,0,1668,0,5055,3388,1
01/11/2026 00:00,0,2332,0,2465,134,1
01/11/2026 01:00,0,980,0,1036,57,1
01/11/2026 02:00,0,1976,0,2014,38,0
01/11/2026 03:00,0,1944,0,1993,49,0
01/11/2026 04:00,0,2322,0,2371,49,0
01/11/2026 05:00,0,1572,0,1619,47,0
01/11/2026 06:00,0,2133,0,2183,50,0
01/11/2026 07:00,0,2615,0,2656,41,0
01/11/2026 08:00,176,1205,0,1074,45,0
01/11/2026 09:00,549,2355,0,1854,48,0
