Date/Time,Energy Produced (Wh),Energy Consumed (Wh),Exported to Grid (Wh),Imported from Grid (Wh),Stored in batteries (Wh),Discharged from batteries (Wh)
05/04/2026 13:00,7021,582,6389,0,50,0
05/04/2026 14:00,6269,619,5609,0,41,0
05/04/2026 15:00,4952,589,4303,0,60,0
05/04/2026 16:00,3512,524,3510,0,0,522
05/04/2026 17:00,1784,611,1766,0,0,593
05/04/2026 18:00,562,654,541,0,0,633
05/04/2026 19:00,83,836,60,0,0,813
05/04/2026 20:00,0,3352,0,15,8,3345
05/04/2026 21:00,0,2411,0,15,0,2396
05/04/2026 22:00,0,943,0,19,0,924
05/04/2026 23:00,0,538,0,21,0,517
05/05/2026 00:00,0,606,0,24,0,582
05/05/2026 01:00,0,522,0,21,0,501
05/05/2026 02:00,0,512,0,24,0,488
05/05/2026 03:00,0,626,0,19,0,607
05/05/2026 04:00,0,489,0,24,0,465
05/05/2026 05:00,38,661,0,546,46,123
05/05/2026 06:00,1104,688,0,15,628,197
05/05/2026 07:00,2685,544,0,524,2665,0
05/05/2026 08:00,3884,862,0,848,3870,0
05/05/2026 09:00,2727,1095,0,1092,2724,0
05/05/2026 10:00,4958,502,0,236,4692,0
05/05/2026 11:00,5352,535,4406,0,411,0
05/05/2026 12:00,6753,671,5949,0,133,0
05/05/2026 13:00,6748,508,6185,0,55,0
05/05/2026 14:00,6022,806,5120,0,96,0
05/05/2026 15:00,4772,575,4136,0,61,0
05/05/2026 16:00,3338,612,3340,0,1,615
05/05/2026 17:00,1850,908,1835,0,0,893
05/05/2026 18:00,856,546,838,0,0,528
05/05/2026 19:00,152,927,128,0,0,903
05/05/2026 20:00,0,779,0,38,12,753
05/05/2026 21:00,0,3895,0,18,0,3877
05/05/2026 22:00,0,1182,0,21,0,1161
05/05/2026 23:00,0,675,0,25,0,650
05/06/2026 00:00,0,578,0,21,0,557
05/06/2026 01:00,0,522,0,23,0,499
05/06/2026 02:00,0,593,0,21,0,572
05/06/2026 03:00,0,505,0,24,0,481
05/06/2026 04:00,0,654,0,25,0,629
05/06/2026 05:00,62,493,0,78,82,435
05/06/2026 06:00,722,709,0,271,328,44
05/06/2026 07:00,1309,587,0,578,1300,0
05/06/2026 08:00,2966,480,0,469,2955,0
05/06/2026 09:00,2901,635,0,622,2888,0
05/06/2026 10:00,4356,727,0,738,4367,0
05/06/2026 11:00,3419,753,0,109,2775,0
05/06/2026 12:00,3295,612,2566,0,117,0
05/06/2026 13:00,3167,569,2543,0,55,0
05/06/2026 14:00,972,498,437,0,37,0
05/06/2026 15:00,849,554,230,0,65,0
05/06/2026 16:00,514,545,508,0,0,539
05/06/2026 17:00,403,645,380,0,0,622
05/06/2026 18:00,89,786,69,0,0,766
05/06/2026 19:00,0,634,0,21,0,613
05/06/2026 20:00,0,585,0,31,12,566
05/06/2026 21:00,0,775,0,22,0,753
05/06/2026 22:00,0,1562,0,17,0,1545
05/06/2026 23:00,0,530,0,25,0,505
05/07/2026 00:00,0,505,0,19,0,486
05/07/2026 01:00,0,473,0,22,0,451
05/07/2026 02:00,0,493,0,20,0,473
05/07/2026 03:00,0,521,0,19,0,502
05/07/2026 04:00,0,490,0,23,0,467
05/07/2026 05:00,0,496,0,28,5,473
05/07/2026 06:00,127,571,0,18,0,426
05/07/2026 07:00,653,695,0,664,622,0
05/07/2026 08:00,3765,669,0,671,3767,0
05/07/2026 09:00,5469,715,0,688,5442,0
05/07/2026 10:00,4783,1058,2549,0,1176,0
05/07/2026 11:00,4263,542,3572,0,149,0
05/07/2026 12:00,5905,665,5162,0,78,0
05/07/2026 13:00,7165,757,6338,0,70,0
05/07/2026 14:00,6441,767,5628,0,46,0
05/07/2026 15:00,5154,2921,2171,0,62,0
05/07/2026 16:00,3663,603,3668,0,0,608
05/07/2026 17:00,2057,591,2039,0,0,573
05/07/2026 18:00,497,724,479,0,0,706
05/07/2026 19:00,88,700,70,0,0,682
05/07/2026 20:00,0,1115,0,34,12,1093
05/07/2026 21:00,0,1339,0,24,0,1315
05/07/2026 22:00,0,813,0,19,0,794
05/07/2026 23:00,0,521,0,21,0,500
05/08/2026 00:00,0,504,0,19,0,485
05/08/2026 01:00,0,494,0,20,0,474
05/08/2026 02:00,0,505,0,17,0,488
05/08/2026 03:00,0,491,0,26,0,465
05/08/2026 04:00,0,497,0,17,0,480
05/08/2026 05:00,11,551,0,28,4,516
05/08/2026 06:00,955,612,0,14,569,212
05/08/2026 07:00,3067,579,0,560,3048,0
05/08/2026 08:00,4526,462,0,429,4493,0
05/08/2026 09:00,5528,682,1804,0,3042,0
05/08/2026 10:00,6078,843,5081,0,154,0
05/08/2026 11:00,6655,793,5818,0,44,0
05/08/2026 12:00,4696,514,4110,0,72,0
05/08/2026 13:00,5092,516,4522,0,54,0
05/08/2026 14:00,5063,535,4485,0,43,0
05/08/2026 15:00,5287,597,4638,0,52,0
05/08/2026 16:00,3300,518,3309,0,0,527
05/08/2026 17:00,2215,635,2195,0,0,615
05/08/2026 18:00,465,681,445,0,0,661
05/08/2026 19:00,87,607,73,0,0,593
05/08/2026 20:00,0,691,0,29,10,672
05/08/2026 21:00,0,3920,0,27,0,3893
05/08/2026 22:00,0,1178,0,20,0,1158
05/08/2026 23:00,0,616,0,18,0,598
05/09/2026 00:00,0,518,0,18,0,500
05/09/2026 01:00,0,478,0,17,0,461
05/09/2026 02:00,0,497,0,16,0,481
05/09/2026 03:00,0,493,0,23,0,470
05/09/2026 04:00,0,490,0,20,0,470
05/09/2026 05:00,72,585,0,19,4,498
05/09/2026 06:00,321,517,0,23,0,173
05/09/2026 07:00,397,813,0,825,410,1
05/09/2026 08:00,538,1028,0,1020,530,0
05/09/2026 09:00,1216,2037,0,2042,1221,0
05/09/2026 10:00,1606,654,0,641,1593,0
05/09/2026 11:00,2320,836,0,832,2316,0
05/09/2026 12:00,1974,624,0,634,1984,0
05/09/2026 13:00,2058,554,0,566,2070,0
05/09/2026 14:00,1954,708,0,1308,2554,0
05/09/2026 15:00,1071,824,0,686,933,0
05/09/2026 16:00,554,1846,553,0,1,1846
05/09/2026 17:00,312,1361,289,0,0,1338
05/09/2026 18:00,100,1663,82,0,0,1645
05/09/2026 19:00,0,1968,0,28,0,1940
05/09/2026 20:00,0,3281,0,31,3,3253
05/09/2026 21:00,0,2961,0,702,21,2280
05/09/2026 22:00,0,1163,0,1187,24,0
05/09/2026 23:00,0,646,0,672,26,0
05/10/2026 00:00,0,816,0,940,124,0
05/10/2026 01:00,0,629,0,657,28,0
05/10/2026 02:00,0,788,0,909,121,0
05/10/2026 03:00,0,582,0,610,28,0
05/10/2026 04:00,0,915,0,1051,136,0
05/10/2026 05:00,11,545,0,661,127,0
05/10/2026 06:00,595,1244,0,818,169,0
05/10/2026 07:00,1066,1068,0,1067,1065,0
05/10/2026 08:00,3183,1127,0,1131,3187,0
05/10/2026 09:00,3493,619,0,644,3518,0
05/10/2026 10:00,2602,611,0,603,2594,0
05/10/2026 11:00,5254,587,549,0,4118,0
05/10/2026 12:00,6035,920,4925,0,190,0
05/10/2026 13:00,4259,619,3518,0,122,0
05/10/2026 14:00,4167,683,3394,0,90,0
05/10/2026 15:00,4082,675,3362,0,45,0
05/10/2026 16:00,2548,515,2557,0,0,524
05/10/2026 17:00,1724,701,1706,0,0,683
05/10/2026 18:00,405,874,383,0,0,852
05/10/2026 19:00,81,725,61,0,0,705
05/10/2026 20:00,0,1071,0,39,14,1046
05/10/2026 21:00,0,3991,0,12,0,3979
05/10/2026 22:00,0,656,0,23,0,633
05/10/2026 23:00,0,644,0,27,0,617
05/11/2026 00:00,0,535,0,16,0,519
05/11/2026 01:00,0,592,0,28,0,564
05/11/2026 02:00,0,555,0,23,0,532
05/11/2026 03:00,0,501,0,24,0,477
05/11/2026 04:00,0,660,0,25,0,635
05/11/2026 05:00,0,521,0,27,4,498
05/11/2026 06:00,302,679,0,277,46,146
05/11/2026 07:00,1136,792,0,774,1118,0
05/11/2026 08:00,1615,493,0,478,1600,0
05/11/2026 09:00,3602,803,0,800,3599,0
05/11/2026 10:00,5956,984,0,972,5944,0
05/11/2026 11:00,6766,3181,1405,0,2180,0
05/11/2026 12:00,5187,1512,3474,0,201,0
05/11/2026 13:00,3429,3614,0,278,93,0
05/11/2026 14:00,2721,4103,0,1447,65,0
05/11/2026 15:00,2479,4145,0,1738,72,0
05/11/2026 16:00,2076,686,2039,0,4,653
05/11/2026 17:00,1198,517,1180,0,0,499
05/11/2026 18:00,597,534,577,0,0,514
05/11/2026 19:00,178,717,153,0,0,692
05/11/2026 20:00,0,595,0,28,15,582
05/11/2026 21:00,0,1103,0,22,0,1081
05/11/2026 22:00,0,3398,0,20,0,3378
05/11/2026 23:00,0,559,0,17,0,542
05/12/2026 00:00,0,510,0,21,0,489
05/12/2026 01:00,0,500,0,18,0,482
05/12/2026 02:00,0,506,0,16,0,490
05/12/2026 03:00,0,511,0,24,0,487
05/12/2026 04:00,0,517,0,24,0,493
05/12/2026 05:00,41,501,0,23,4,441
05/12/2026 06:00,1602,581,0,5,1051,25
05/12/2026 07:00,3169,592,0,575,3152,0
05/12/2026 08:00,4358,476,0,459,4341,0
05/12/2026 09:00,5495,519,1046,0,3930,0
05/12/2026 10:00,5803,602,4831,0,370,0
05/12/2026 11:00,5010,493,4433,0,84,0
05/12/2026 12:00,4136,579,3499,0,58,0
05/12/2026 13:00,5401,880,4479,0,42,0
05/12/2026 14:00,4930,1056,3826,0,48,0
05/12/2026 15:00,4720,537,4124,0,59,0
05/12/2026 16:00,4051,558,4032,0,3,542
05/12/2026 17:00,2229,535,2213,0,0,519
05/12/2026 18:00,469,614,451,0,0,596
05/12/2026 19:00,100,596,78,0,0,574
05/12/2026 20:00,0,802,0,32,13,783
05/12/2026 21:00,0,2993,0,22,0,2971
05/12/2026 22:00,0,1180,0,21,0,1159
05/12/2026 23:00,0,544,0,22,0,522
05/13/2026 00:00,0,617,0,20,0,597
05/13/2026 01:00,0,495,0,19,0,476
05/13/2026 02:00,0,517,0,19,0,498
05/13/2026 03:00,0,590,0,22,0,568
05/13/2026 04:00,0,520,0,27,0,493
05/13/2026 05:00,4,519,0,28,4,491
05/13/2026 06:00,482,694,0,8,83,287
05/13/2026 07:00,1797,771,0,769,1795,0
05/13/2026 08:00,503,598,0,622,527,0
05/13/2026 09:00,1022,1191,0,1177,1008,0
05/13/2026 10:00,2184,683,0,696,2197,0
05/13/2026 11:00,1970,483,0,477,1964,0
05/13/2026 12:00,2192,464,0,455,2183,0
05/13/2026 13:00,2529,501,0,489,2517,0
05/13/2026 14:00,3989,544,2404,0,1041,0
05/13/2026 15:00,3479,562,2871,0,46,0
05/13/2026 16:00,2503,559,2487,0,2,545
05/13/2026 17:00,808,718,786,0,0,696
05/13/2026 18:00,707,621,690,0,0,604
05/13/2026 19:00,134,649,112,0,0,627
05/13/2026 20:00,0,624,0,30,18,612
05/13/2026 21:00,0,3401,0,17,0,3384
05/13/2026 22:00,0,1814,0,19,0,1795
05/13/2026 23:00,0,551,0,24,0,527
05/14/2026 00:00,0,525,0,20,0,505
05/14/2026 01:00,0,603,0,23,0,580
05/14/2026 02:00,0,494,0,21,0,473
05/14/2026 03:00,0,594,0,22,0,572
05/14/2026 04:00,0,488,0,20,0,468
05/14/2026 05:00,0,574,0,34,4,544
05/14/2026 06:00,100,655,0,162,74,467
05/14/2026 07:00,403,1273,0,1254,384,0
05/14/2026 08:00,1182,929,0,917,1170,0
05/14/2026 09:00,1025,551,0,552,1026,0
05/14/2026 10:00,1926,942,0,921,1905,0
05/14/2026 11:00,2564,862,0,853,2555,0
05/14/2026 12:00,1933,769,0,770,1934,0
05/14/2026 13:00,1959,705,0,694,1948,0
05/14/2026 14:00,1787,1138,0,2731,3380,0
05/14/2026 15:00,501,944,0,932,489,0
05/14/2026 16:00,339,549,332,0,0,542
05/14/2026 17:00,484,907,466,0,0,889
05/14/2026 18:00,189,971,169,0,0,951
05/14/2026 19:00,27,1007,9,0,0,989
05/14/2026 20:00,0,1079,0,36,14,1057
05/14/2026 21:00,0,3570,0,22,0,3548
05/14/2026 22:00,0,1055,0,22,0,1033
05/14/2026 23:00,0,2775,0,15,0,2760
05/15/2026 00:00,0,695,0,26,0,669
05/15/2026 01:00,0,522,0,368,36,190
05/15/2026 02:00,0,614,0,640,26,0
05/15/2026 03:00,0,499,0,525,26,0
05/15/2026 04:00,0,581,0,701,120,0
05/15/2026 05:00,76,661,0,612,27,0
05/15/2026 06:00,1251,561,0,31,747,26
05/15/2026 07:00,1667,692,0,699,1674,0
05/15/2026 08:00,2115,1028,0,1033,2120,0
05/15/2026 09:00,2437,2632,0,2629,2434,0
05/15/2026 10:00,1855,1045,0,1040,1850,0
05/15/2026 11:00,1705,1113,0,1102,1694,0
05/15/2026 12:00,1840,847,0,840,1833,0
05/15/2026 13:00,2342,573,0,543,2312,0
05/15/2026 14:00,1844,775,852,0,217,0
05/15/2026 15:00,2016,807,1137,0,72,0
05/15/2026 16:00,1442,3161,1410,0,5,3134
05/15/2026 17:00,775,696,754,0,0,675
05/15/2026 18:00,462,693,444,0,0,675
05/15/2026 19:00,213,1244,187,0,0,1218
05/15/2026 20:00,0,2725,0,38,9,2696
05/15/2026 21:00,0,2902,0,12,0,2890
05/15/2026 22:00,0,573,0,18,0,555
05/15/2026 23:00,0,633,0,18,0,615
05/16/2026 00:00,0,492,0,258,70,304
05/16/2026 01:00,0,605,0,634,29,0
05/16/2026 02:00,0,519,0,546,27,0
05/16/2026 03:00,0,598,0,626,28,0
05/16/2026 04:00,0,500,0,616,116,0
05/16/2026 05:00,53,658,0,733,128,0
05/16/2026 06:00,1633,586,0,3,1104,54
05/16/2026 07:00,3293,871,0,844,3266,0
05/16/2026 08:00,4559,1212,0,1187,4534,0
05/16/2026 09:00,5333,1599,0,1587,5321,0
05/16/2026 10:00,6165,564,5001,0,600,0
05/16/2026 11:00,6944,508,6329,0,107,0
05/16/2026 12:00,7100,526,6504,0,70,0
05/16/2026 13:00,7145,519,6564,0,62,0
05/16/2026 14:00,6085,496,5529,0,60,0
05/16/2026 15:00,5096,523,4510,0,63,0
05/16/2026 16:00,3674,473,3680,0,0,479
05/16/2026 17:00,2187,506,2168,0,0,487
05/16/2026 18:00,507,504,487,0,0,484
05/16/2026 19:00,110,481,88,0,0,459
05/16/2026 20:00,0,511,0,28,8,491
05/16/2026 21:00,0,545,0,17,0,528
05/16/2026 22:00,0,498,0,25,0,473
05/16/2026 23:00,0,486,0,22,0,464
05/17/2026 00:00,0,512,0,23,0,489
05/17/2026 01:00,0,506,0,20,0,486
05/17/2026 02:00,0,508,0,21,0,487
05/17/2026 03:00,0,509,0,23,0,486
05/17/2026 04:00,0,496,0,24,0,472
05/17/2026 05:00,74,507,0,22,4,415
05/17/2026 06:00,1526,510,0,11,1027,0
05/17/2026 07:00,2716,595,0,595,2716,0
05/17/2026 08:00,4128,560,0,338,3906,0
05/17/2026 09:00,5331,533,4190,0,608,0
05/17/2026 10:00,6216,502,5605,0,109,0
05/17/2026 11:00,6784,511,6214,0,59,0
05/17/2026 12:00,6817,518,6252,0,47,0
05/17/2026 13:00,6456,524,5880,0,52,0
05/17/2026 14:00,5210,502,4650,0,58,0
05/17/2026 15:00,4532,659,3815,0,58,0
05/17/2026 16:00,2963,567,2956,0,0,560
05/17/2026 17:00,2097,558,2079,0,0,540
05/17/2026 18:00,542,623,525,0,0,606
05/17/2026 19:00,146,624,128,0,0,606
05/17/2026 20:00,0,623,0,34,14,603
05/17/2026 21:00,0,550,0,22,0,528
05/17/2026 22:00,0,613,0,24,0,589
05/17/2026 23:00,0,617,0,22,0,595
05/18/2026 00:00,0,556,0,23,0,533
05/18/2026 01:00,0,543,0,17,0,526
05/18/2026 02:00,0,533,0,21,0,512
05/18/2026 03:00,0,564,0,21,0,543
05/18/2026 04:00,0,610,0,24,0,586
05/18/2026 05:00,75,500,0,27,7,405
05/18/2026 06:00,1455,580,0,17,896,4
05/18/2026 07:00,2920,469,0,448,2899,0
05/18/2026 08:00,3820,486,0,475,3809,0
05/18/2026 09:00,4940,528,2723,0,1689,0
05/18/2026 10:00,6240,512,5583,0,145,0
05/18/2026 11:00,6679,505,6067,0,107,0
05/18/2026 12:00,6920,518,6351,0,52,1
05/18/2026 13:00,6712,613,6044,0,55,0
05/18/2026 14:00,6028,529,5456,0,44,1
05/18/2026 15:00,4837,547,4232,0,58,0
05/18/2026 16:00,3427,508,3431,0,0,512
05/18/2026 17:00,2132,501,2118,0,0,487
05/18/2026 18:00,615,641,600,0,0,626
05/18/2026 19:00,166,503,144,0,0,481
05/18/2026 20:00,0,558,0,35,10,533
05/18/2026 21:00,0,577,0,19,0,558
05/18/2026 22:00,0,522,0,21,0,501
05/18/2026 23:00,0,567,0,21,0,546
05/19/2026 00:00,0,616,0,23,0,593
05/19/2026 01:00,0,503,0,26,0,477
05/19/2026 02:00,0,536,0,22,0,514
05/19/2026 03:00,0,616,0,25,0,591
05/19/2026 04:00,0,486,0,16,0,470
05/19/2026 05:00,86,647,0,29,6,538
05/19/2026 06:00,1247,530,0,17,734,0
05/19/2026 07:00,2800,501,0,482,2781,0
05/19/2026 08:00,4103,487,0,463,4079,0
05/19/2026 09:00,4942,713,2790,0,1439,0
05/19/2026 10:00,5883,600,5166,0,117,0
05/19/2026 11:00,6593,625,5897,0,71,0
05/19/2026 12:00,6692,631,6020,0,41,0
05/19/2026 13:00,6645,672,5922,0,51,0
05/19/2026 14:00,5929,663,5227,0,39,0
05/19/2026 15:00,4189,634,3503,0,52,0
05/19/2026 16:00,3226,733,3226,0,0,733
05/19/2026 17:00,609,708,588,0,0,687
05/19/2026 18:00,202,611,181,0,0,590
05/19/2026 19:00,177,726,157,0,0,706
05/19/2026 20:00,11,714,0,26,9,686
05/19/2026 21:00,0,700,0,21,0,679
05/19/2026 22:00,0,658,0,20,0,638
05/19/2026 23:00,0,627,0,22,0,605
05/20/2026 00:00,0,658,0,25,0,633
05/20/2026 01:00,0,620,0,20,0,600
05/20/2026 02:00,0,553,0,15,0,538
05/20/2026 03:00,0,682,0,23,0,659
05/20/2026 04:00,0,641,0,21,0,620
05/20/2026 05:00,66,650,0,27,4,561
05/20/2026 06:00,1284,611,0,20,731,38
05/20/2026 07:00,2840,620,0,605,2825,0
05/20/2026 08:00,4133,550,0,534,4117,0
05/20/2026 09:00,5095,615,1583,0,2897,0
05/20/2026 10:00,5936,692,5067,0,177,0
05/20/2026 11:00,6396,607,5684,0,105,0
05/20/2026 12:00,5949,657,5244,0,48,0
05/20/2026 13:00,6011,743,5220,0,48,0
05/20/2026 14:00,5281,704,4532,0,45,0
05/20/2026 15:00,4135,696,3380,0,59,0
05/20/2026 16:00,3562,681,3564,0,0,683
05/20/2026 17:00,2121,588,2105,0,0,572
05/20/2026 18:00,538,626,522,0,0,610
05/20/2026 19:00,141,658,121,0,0,638
05/20/2026 20:00,0,698,0,33,14,679
05/20/2026 21:00,0,523,0,20,0,503
05/20/2026 22:00,0,669,0,19,0,650
05/20/2026 23:00,0,504,0,22,0,482
05/21/2026 00:00,0,536,0,18,0,518
05/21/2026 01:00,0,602,0,22,0,580
05/21/2026 02:00,0,512,0,20,0,492
05/21/2026 03:00,0,527,0,22,0,505
05/21/2026 04:00,0,509,0,16,0,493
05/21/2026 05:00,0,483,0,30,4,457
05/21/2026 06:00,215,502,0,18,0,269
05/21/2026 07:00,788,503,0,479,764,0
05/21/2026 08:00,2194,488,0,468,2174,0
05/21/2026 09:00,3372,503,0,504,3373,0
05/21/2026 10:00,5072,526,1354,0,3192,0
05/21/2026 11:00,5567,524,4621,0,422,0
05/21/2026 12:00,6370,521,5783,0,66,0
05/21/2026 13:00,4689,533,4088,0,68,0
05/21/2026 14:00,3825,641,3144,0,40,0
05/21/2026 15:00,2744,522,2171,0,51,0
05/21/2026 16:00,1783,506,1783,0,0,506
05/21/2026 17:00,1473,498,1459,0,0,484
05/21/2026 18:00,664,513,649,0,0,498
05/21/2026 19:00,177,523,155,0,0,501
05/21/2026 20:00,0,524,0,31,11,504
05/21/2026 21:00,0,534,0,18,0,516
05/21/2026 22:00,0,512,0,23,0,489
05/21/2026 23:00,0,516,0,21,0,495
05/22/2026 00:00,0,521,0,19,0,502
05/22/2026 01:00,0,519,0,19,0,500
05/22/2026 02:00,0,496,0,17,0,479
05/22/2026 03:00,0,505,0,21,0,484
05/22/2026 04:00,0,517,0,21,0,496
05/22/2026 05:00,123,513,0,26,4,368
05/22/2026 06:00,1009,479,0,19,552,3
05/22/2026 07:00,2679,487,0,495,2687,0
05/22/2026 08:00,4214,528,0,521,4207,0
05/22/2026 09:00,4986,508,3616,0,862,0
05/22/2026 10:00,6164,508,5492,0,164,0
05/22/2026 11:00,6500,516,5926,0,58,0
05/22/2026 12:00,6364,527,5769,0,68,0
05/22/2026 13:00,6112,492,5576,0,44,0
05/22/2026 14:00,5496,521,4931,0,44,0
05/22/2026 15:00,3680,522,3107,0,51,0
05/22/2026 16:00,2790,528,2793,0,0,531
05/22/2026 17:00,1708,474,1691,0,0,457
05/22/2026 18:00,773,506,752,0,0,485
05/22/2026 19:00,188,509,169,0,0,490
05/22/2026 20:00,0,528,0,35,11,504
05/22/2026 21:00,0,522,0,19,0,503
05/22/2026 22:00,0,504,0,22,0,482
05/22/2026 23:00,0,518,0,19,0,499
05/23/2026 00:00,0,498,0,23,0,475
05/23/2026 01:00,0,505,0,22,0,483
05/23/2026 02:00,0,504,0,24,0,480
05/23/2026 03:00,0,505,0,23,0,482
05/23/2026 04:00,0,502,0,17,0,485
05/23/2026 05:00,89,487,0,25,4,377
05/23/2026 06:00,423,484,0,14,64,111
05/23/2026 07:00,1336,495,0,462,1303,0
05/23/2026 08:00,2035,512,0,502,2025,0
05/23/2026 09:00,2327,483,0,481,2325,0
05/23/2026 10:00,3929,502,870,0,2557,0
05/23/2026 11:00,4046,502,3298,0,246,0
05/23/2026 12:00,4107,514,3527,0,66,0
05/23/2026 13:00,3816,498,3196,0,122,0
05/23/2026 14:00,2944,474,2431,0,39,0
05/23/2026 15:00,2529,503,1978,0,48,0
05/23/2026 16:00,2062,510,2037,0,2,487
05/23/2026 17:00,967,466,951,0,0,450
05/23/2026 18:00,470,482,451,0,0,463
05/23/2026 19:00,121,528,104,0,0,511
05/23/2026 20:00,0,491,0,31,10,470
05/23/2026 21:00,0,519,0,22,0,497
05/23/2026 22:00,0,511,0,25,0,486
05/23/2026 23:00,0,499,0,22,0,477
05/24/2026 00:00,0,506,0,17,0,489
05/24/2026 01:00,0,487,0,21,0,466
05/24/2026 02:00,0,503,0,21,0,482
05/24/2026 03:00,0,511,0,23,0,488
05/24/2026 04:00,0,508,0,22,0,486
05/24/2026 05:00,6,495,0,23,2,468
05/24/2026 06:00,183,470,0,20,0,267
05/24/2026 07:00,504,498,0,480,486,0
05/24/2026 08:00,1086,480,0,466,1072,0
05/24/2026 09:00,1408,495,0,492,1405,0
05/24/2026 10:00,1432,511,0,510,1431,0
05/24/2026 11:00,1774,479,0,482,1777,0
05/24/2026 12:00,1980,484,0,480,1976,0
05/24/2026 13:00,1468,484,430,0,554,0
05/24/2026 14:00,1236,495,633,0,108,0
05/24/2026 15:00,916,469,361,0,86,0
05/24/2026 16:00,609,497,610,0,0,498
05/24/2026 17:00,454,480,436,0,0,462
05/24/2026 18:00,321,492,303,0,0,474
05/24/2026 19:00,34,490,13,0,0,469
05/24/2026 20:00,0,535,0,29,10,516
